name,N,board_1,solution,score,tier,is_solved,symmetry
puzzle_22,8,****AAAAA**AA**A***AAA*A*******AA*******A*AAA***A**AA**AAAAA****,......x....x.........x.........xx.........x.........x....x......,15.0,Beginner,True,rot180
puzzle_23,8,**AA*A*A**AAA***AAA**A***A************A***A**AAA***AAA**A*A*AA**,.......x...x.........x...x............x...x.........x...x.......,15.0,Beginner,True,rot180
puzzle_24,8,*AAAA**A*A******A***A*A*AAAA*A*AA*A*AAAA*A*A***A******A*A**AAAA*,.......x.x..........x.....x..........x.....x..........x.x.......,15.0,Beginner,True,rot180
puzzle_25,8,AAA**AAAA*AA***AA*A**AAA******A**A******AAA**A*AA***AA*AAAA**AAA,.....x.....x....x.............x..x.............x....x.....x.....,15.0,Beginner,True,rot90
puzzle_26,8,AAA**A*A*A*A*AAAAA*****A******A**A******A*****AAAAA*A*A*A*A**AAA,.....x.....x....x.............x..x.............x....x.....x.....,15.0,Beginner,True,rot90
puzzle_27,8,**AA*AA*A*******A*AA*A*A*****A*AA*A*****A*A*AA*A*******A*AA*AA**,......x.x..........x.........x....x.........x..........x.x......,15.0,Beginner,True,rot90
puzzle_28,8,A*AAAA*A****AAA*A**A**AA******AA*A*A*A*A*******AA**A*****A***A*A,..x.........x...x.............x..x.............x...x.........x..,15.0,Beginner,True,diag
puzzle_29,8,AA***A*A*AA*AAA******AAA*AA*A*A**A********A*A*A**A*AA*AAA******A,.....x....x............x....x....x............x....x....x.......,15.0,Beginner,True,diag
puzzle_30,8,***A***A******A*A*AA*A**AA**A***AA***A*A*****A***A*AA***A**AAA**,...x..........x...x.....x..............x.....x...x..........x...,15.0,Beginner,True,diag
puzzle_31,8,***AA***AA******A****A******A**A*A*A***AA*******AA*A**A*AAA**AA*,....x....x...........x.........x...x....x.............x...x.....,15.0,Beginner,True,diag
puzzle_32,8,***A*A*A*A*A******AA**AAAAA**AA*******A*A**A***A**AAA*A*A*A**A**,.....x.....x...........x.x............x.x...........x.....x.....,15.0,Beginner,True,diag
puzzle_33,8,AAA*A*AAAA******A****AAA****A*AAA**A**AA**A*****A*AAA*A*A*AAA**A,....x....x...........x.........xx.........x...........x....x....,15.0,Beginner,True,diag
puzzle_34,8,**AA*****A*AA**AA***AA**AA*A***A*AA***A***A*********A*AA*A*A**A*,...x...........x.....x..x.............x...x.........x....x......,15.0,Beginner,True,diag
puzzle_35,8,AAAA*A*A***AA***A**AA**AA***AAA*AA***AAA*******AA**A***A*A*AAA*A,..x.........x...x.............x..x.............x...x.........x..,15.0,Beginner,True,diag
puzzle_36,8,*AA*A*AA*AA***A**A*A*******A*A****A*A*******A*A**A***AA*AA*A*AA*,.......x.x.........x.........x....x.........x.........x.x.......,18.0,Beginner,True,rot180
puzzle_37,8,*A****A*******AA****A*AA**AA*A****A*AA**AA*A****AA*******A****A*,.x.............x....x.....x..........x.....x....x.............x.,18.0,Beginner,True,rot180
puzzle_38,8,*AA*******A****A***A**AA***AAA****AAA***AA**A***A****A*******AA*,.x.............x...x.........x....x.........x...x.............x.,18.0,Beginner,True,rot90
puzzle_39,8,***AA*****AA*******A**A*A**AAAAAAAAAA**A*A**A*******AA*****AA***,....x.....x...........x.x..............x.x...........x.....x....,18.0,Beginner,True,rot90
puzzle_40,8,**A**A****AA****A*A*AAAA**A***A**A***A**AAAA*A*A****AA****A**A**,.....x.....x....x.............x..x.............x....x.....x.....,18.0,Beginner,True,rot90
puzzle_41,8,A*********AAA****AAA*****AAA*AAA*A**AA*A***AAA*A***A*******AAA**,x...........x.....x...........x..x.............x...x.........x..,18.0,Beginner,True,diag
puzzle_42,8,******AAA*****AA***AAA***A***A****AA*A****AA********A***A*****A*,.......xx..........x.....x...........x....x.........x.........x.,18.0,Beginner,True,diag
puzzle_43,8,*A***AAAAA***AA*****AA*******AA***A*AAAAAAAAA***AA*AA*A*A***A**A,.....x...x..........x.........x...x.....x..........x...........x,18.0,Beginner,True,diag
puzzle_44,8,A******A***AA******A**A**AAA*****A**A********AA***A**A**A*******,.......x....x.........x....x.....x...........x....x.....x.......,18.0,Beginner,True,diag
puzzle_45,8,***AA****A*A**A*****A***AA*AA***A*AA*AAA****AA***A**A**A****A*AA,...x..........x.....x...x.........x..........x...x.............x,18.0,Beginner,True,diag
puzzle_46,8,***AA****A**A*******AAA*A***AAAAAAAA**AA**AA*A****AAA******AA***,...x.....x............x.x..............x.....x....x.........x...,18.0,Beginner,True,diag
puzzle_47,8,***AA********A**AAAA*A**AA*A***AA***A*AA**A*AAAA**A********AA***,...x.........x...x.............xx.............x...x.........x...,19.0,Beginner,True,rot180
puzzle_48,8,*A*AAA*A*A**AA*A***A**A***AA********AA***A**A***A*AA**A*A*AAA*A*,.......x....x.........x...x..........x...x.........x....x.......,19.0,Beginner,True,rot180
puzzle_49,8,**AAA******AA***A**A****AAAA*AAAAAA*AAAA****A**A***AA******AAA**,..x.........x...x.............x..x.............x...x.........x..,19.0,Beginner,True,rot180
puzzle_50,8,A*A********AA*****AAA*AA***AA*A**A*AA***AA*AAA*****AA********A*A,x...........x.....x...........x..x...........x.....x...........x,19.0,Beginner,True,rot180
puzzle_51,8,*****A*A**AA****AA**A***AAAA********AAAA***A**AA****AA**A*A*****,.......x..x.........x....x............x....x.........x..x.......,19.0,Beginner,True,rot180
puzzle_52,8,******AA**A***AA*A*AAA*A**A**AA**AA**A**A*AAA*A*AA***A**AA******,.......x..x.........x.........x..x.........x.........x..x.......,19.0,Beginner,True,rot180
puzzle_53,8,*****AA*A**AAA**AA*******A****A**A****A*******AA**AAA**A*AA*****,.....x.....x....x.............x..x.............x....x.....x.....,19.0,Beginner,True,rot90
puzzle_54,8,A******AA*A*A*****AA*****AAA**A*****AA****A*AAA**A**A***A*****AA,.......xx..........x.....x...........x....x.........x.........x.,19.0,Beginner,True,diag
puzzle_55,8,AA*AAA*A*A******AAA*AA*A*AA*AA*A*A*****A**A*AA**A**AAAAAAA***A*A,...x.....x...........x....x............x....x.........x.x.......,19.0,Beginner,True,diag
puzzle_56,8,A***A*****A**A*A*AAA**AA**AA****A*****A**A********A*A****AA****A,x............x.........x...x..........x..x..........x.....x.....,19.0,Beginner,True,diag
puzzle_57,8,**A**AA****A**A*A**A***A*AA*********AA**A***A***AA****A***A****A,.....x.....x...........x.x..........x...x.............x...x.....,19.0,Beginner,True,diag
puzzle_58,8,**A***A***A***A**A*A*A*AA***A******A***AA*A*A*A**A***A***A***A**,..x...........x....x....x..............x....x....x...........x..,20,Beginner,True,translate_rot180half
puzzle_59,8,**AA**A***A*A*******AAA**AAA***AA***AAA**AAA*******A*A***A**AA**,......x...x.........x..........xx..........x.........x...x......,20.0,Beginner,True,rot180
puzzle_60,8,*AAAA*A*AAA***AA******AAA******AA******AAA******AA***AAA*A*AAAA*,....x.....x...........x.x..............x.x...........x.....x....,20.0,Beginner,True,rot90
puzzle_61,8,A***AA*A***AA***A**A****AA*AAAA**AAAA*AA****A**A***AA***A*AA***A,.....x.....x....x.............x..x.............x....x.....x.....,20.0,Beginner,True,rot90
puzzle_62,8,A*AAA**A***AA******A***AAA***AAAAAA***AAA***A******AA***A**AAA*A,..x.........x..........x.x............x.x..........x.........x..,20.0,Beginner,True,rot90
puzzle_63,8,A*A*A**A***AA******AA**AAAAAAAA**AAAAAAAA**AA******AA***A**A*A*A,..x.........x..........x.x............x.x..........x.........x..,20.0,Beginner,True,rot90
puzzle_64,8,***AA******A*A***A*AA***A*AAAAAAAAAAAA*A***AA*A***A*A******AA***,...x.........x...x.............xx.............x...x.........x...,20.0,Beginner,True,rot90
puzzle_65,8,**A**A******AA**AA*AA**A*AA**A****A**AA*A**AA*AA**AA******A**A**,..x.........x..........x.x............x.x..........x.........x..,20.0,Beginner,True,rot90
puzzle_66,8,***AA******A*A***AAA*A**A****AAAAAA****A**A*AAA***A*A******AA***,...x.........x...x.............xx.............x...x.........x...,20.0,Beginner,True,rot90
puzzle_67,8,A**A*A*A***AA***A**A*****A*AAAAAAAAAA*A*****A**A***AA***A*A*A**A,.....x.....x....x.............x..x.............x....x.....x.....,20.0,Beginner,True,rot90
puzzle_68,8,A***AA*A***AA***A**AA***AAA**AA**AA**AAA***AA**A***AA***A*AA***A,.....x.....x....x.............x..x.............x....x.....x.....,20.0,Beginner,True,rot90
puzzle_69,8,A***AAA**A***A****A***A******AA*A***AA*AAA*AAA**A*AA********A**A,x............x....x...........x.....x....x.........x...........x,20.0,Beginner,True,diag
puzzle_70,8,*AA***AAA***A*A*A*A****A*******A*A**AAAA****AA**AA**A**AA*AAA*AA,......x.....x.....x............x.x...........x..x..........x....,20.0,Beginner,True,diag
puzzle_71,8,AA*A*A*AAAAA*AA***A*AAAAA****A*****A**AA*****AA*******AAA***A*AA,.x............x...x.....x..........x.........x.........x....x...,20.0,Beginner,True,diag
puzzle_72,8,*AA*A********AA**AA***A**AA*A**A*A*A****A***AA*A***AAA*A**A*****,....x.........x..x.............x...x....x............x....x.....,20.0,Beginner,True,diag
puzzle_73,8,*A***A***A***A**AAA*AAA****A***AA***A****AAA*AAA**A***A***A***A*,.....x...x..........x..........xx..........x..........x...x.....,20,Beginner,True,translate_rot180half
puzzle_74,8,**A***A***A***A****A***AA***A******A***AA***A****A***A***A***A**,..x...........x....x....x..............x....x....x...........x..,20,Beginner,True,translate_rot180half
puzzle_75,8,**A***A***A***A***AA**AAA***A******A***AAA**AA***A***A***A***A**,..x...........x....x....x..............x....x....x...........x..,20,Beginner,True,translate_rot180half
puzzle_76,8,**A*A***AA*****AA*****AA***A*A****A*A***AA*****AA*****AA***A*A**,....x....x.............x.....x....x.....x.............x....x....,21,Beginner,True,translate_rot180half
puzzle_77,8,**A***A***A***A**A*A*A*AAA**AA****AA**AAA*A*A*A**A***A***A***A**,..x...........x....x....x..............x....x....x...........x..,21,Beginner,True,translate_rot180half
puzzle_78,8,**A*A***AAA****AA****AAA***A*A****A*A***AAA****AA****AAA***A*A**,....x....x.............x.....x....x.....x.............x....x....,21,Beginner,True,translate_rot180half
puzzle_79,8,*AA**AA***A***A****A***AAA**AA****AA**AAA***A****A***A***AA**AA*,..x...........x....x....x..............x....x....x...........x..,21,Beginner,True,translate_rot180half
puzzle_80,8,*AA**AA***A***A**AAA*AAAAA**AA****AA**AAAAA*AAA**A***A***AA**AA*,..x...........x....x....x..............x....x....x...........x..,21,Beginner,True,translate_rot180half
puzzle_81,8,*A*****AA**AA*****A**A******A*A**AA***A*A*AA*A***A*A***A**A***A*,.......xx.........x.........x....x...........x.....x..........x.,21.0,Beginner,True,diag
puzzle_82,8,***A****A****A******AAA*A*A**A*****A***A*A**A***AAA*****AA**A*A*,...x....x............x....x............x....x....x............x.,21.0,Beginner,True,diag
puzzle_83,8,**A*A*A**A*A*A**A*A******A***A*AA***AA*A*A*AAA*AA*****A****AAA*A,..x..........x..x..............x....x....x............x....x....,21.0,Beginner,True,diag
puzzle_84,8,**A*A***AA***A*AA*A***AA***A*A****A*A***AA***A*AA*A***AA***A*A**,....x....x.............x.....x....x.....x.............x....x....,21,Beginner,True,translate_rot180half
puzzle_85,8,**A***A***A***A****A***AAA**AA****AA**AAA***A****A***A***A***A**,..x...........x....x....x..............x....x....x...........x..,21,Beginner,True,translate_rot180half
puzzle_86,8,**A*A***AAA*A******A*AAA***A*A****A*A***AAA*A******A*AAA***A*A**,....x....x.............x.....x....x.....x.............x....x....,21,Beginner,True,translate_rot180half
puzzle_87,8,***A*A**A*AA**AAAA**AA*A**A*A******A*A**A*AA**AAAA**AA*A**A*A***,...x..........x.x.........x..........x.........x.x..........x...,21,Beginner,True,translate_rot180half
puzzle_88,8,**A*A***AAA*A**AA**A*AAA***A*A****A*A***AAA*A**AA**A*AAA***A*A**,....x....x.............x.....x....x.....x.............x....x....,21,Beginner,True,translate_rot180half
puzzle_89,8,***A*A****AA*AAAAAA*AA****A*A******A*A****AA*AAAAAA*AA****A*A***,...x..........x.x.........x..........x.........x.x..........x...,21,Beginner,True,translate_rot180half
puzzle_90,8,*AA**AA**A***A**AAA*AAA****A***AA***A****AAA*AAA**A***A**AA**AA*,.....x...x..........x..........xx..........x..........x...x.....,21,Beginner,True,translate_rot180half
puzzle_91,8,*AA**AA*A****AA*AA*A***A**A*AA****AA*A**A***A*AA*AA****A*AA**AA*,......x.x..........x.........x....x.........x..........x.x......,22.0,Beginner,True,rot180
puzzle_92,8,A*AA*AA******A*AAA*AAAAAA****A****A****AAAAAA*AAA*A******AA*AA*A,...x...........x.x...........x....x...........x.x...........x...,22.0,Beginner,True,rot180
puzzle_93,8,*A************AAAAAAAA*A**A*A*A**A*A*A**A*AAAAAAAA************A*,.x.............x....x.....x..........x.....x....x.............x.,22.0,Beginner,True,rot180
puzzle_94,8,A*A******A*AA***A*A**A**AA*A*A*AA*A*A*AA**A**A*A***AA*A******A*A,x..........x.........x...x............x...x.........x..........x,22.0,Beginner,True,rot180
puzzle_95,8,*A*A*****AAA*A**A**AAAA**AA*A******A*AA**AAAA**A**A*AAA*****A*A*,.x.........x....x.........x..........x.........x....x.........x.,22.0,Beginner,True,rot180
puzzle_96,8,A**AA***A*AA**AA*A**AA****A*A******A*A****AA**A*AA**AA*A***AA**A,x.............x.....x.....x..........x.....x.....x.............x,22.0,Beginner,True,rot180
puzzle_97,8,AA*A*AA*AAA*AAA**A*********A*AA**AA*A*********A**AAA*AAA*AA*A*AA,x...........x....x...........x....x...........x....x...........x,22.0,Beginner,True,rot180
puzzle_98,8,****A*A***A***A*AA*AA****A*A*A****A*A*A****AA*AA*A***A***A*A****,....x.........x.x............x....x............x.x.........x....,22.0,Beginner,True,rot180
puzzle_99,8,*AA****A****A*AA*A**A*A****A**A**A**A****A*A**A*AA*A****A****AA*,..x............x....x.........x..x.........x....x............x..,22.0,Beginner,True,rot180
puzzle_100,8,****A*A*A*AAAA***A****A*AA*AA*A**A*AA*AA*A****A***AAAA*A*A*A****,....x.....x...........x.x..............x.x...........x.....x....,22.0,Beginner,True,rot90
puzzle_101,8,****A*A*AAA*AAA**A****A*AA*AA******AA*AA*A****A**AAA*AAA*A*A****,....x.....x...........x.x..............x.x...........x.....x....,22.0,Beginner,True,rot90
puzzle_102,8,**A*A*****AA**********AAA*****A**A*****AAA**********AA*****A*A**,....x.....x...........x.x..............x.x...........x.....x....,22.0,Beginner,True,rot90
puzzle_103,8,A**AA*AA*****AAA***A**A**A**A**AA*A**A*AA*AA********A*****AA***A,x.............x....x.....x...........x....x.........x..........x,22.0,Beginner,True,diag
puzzle_104,8,AAA*A**AA**A*AA*A***A****A*A****A*A****A*A****A**A***AAAA***A*A*,..x..........x..x..........x...........x.x............x.....x...,22.0,Beginner,True,diag
puzzle_105,8,**AA**AAA****AAAAAA**AA*A**********A***AA****A*A*A***A**A*A*AAA*,...x..........x...x.....x..............x.....x...x..........x...,22.0,Beginner,True,diag
puzzle_106,8,A***A***A*A*A*****AA*A**A*A*A*AAA****A****A*AAA**A*********AA*AA,....x.....x..........x.........xx.............x..x.........x....,22.0,Beginner,True,diag
puzzle_107,8,AA*A*A*AA**A*******AA**AAAAA******A***AAA****A******A*A*A*A*A***,.....x.....x...........x.x............x.x...........x.....x.....,22.0,Beginner,True,diag
puzzle_108,8,*A***AAAAA*A***A**A***A**A***A******A*A*A**A*A**A*A*A**AAA****AA,.....x.....x..........x..x..........x...x.........x............x,22.0,Beginner,True,diag
puzzle_109,8,**AAAAAA*A*A*AA*AA*A*A*A***A*A****AAAAAA*A*A*AA*AA*A*A*A***A*A**,....x....x.............x.....x....x...........x.x..........x....,22,Beginner,True,translate
puzzle_110,8,**AA**AA*A***A***A***A****A***A****A***AAA*AAA*A***A***AAAA*AAA*,..x..........x...x............x....x....x..............x....x...,22,Beginner,True,translate
puzzle_111,8,A*AAA*AAAA*A***AAA*A*AA****A*A**A*AAA*AAAA*A***AAA*A*AA****A*A**,....x..........x.x...........x....x.....x.............x....x....,22,Beginner,True,translate
puzzle_112,8,***A***AA***A******A***AA*A*A*A**A***A***AAA*AAA*AA**AA**A*A*A*A,...x....x..............x....x....x............x...x..........x..,22,Beginner,True,translate
puzzle_113,8,AAAA*AA*A*AA******AAA*AA****A*A*AAAA*AA*A*AA******AAA*AA****A*A*,.....x..x.........x...........x..x.........x...........x....x...,22,Beginner,True,translate
puzzle_114,8,**A***A*A***A***AA**AA****AA**AAA***A*****AA**AA*AA**AA**A***A**,......x.....x....x.........x....x..............x..x..........x..,22,Beginner,True,translate
puzzle_115,8,**A*A****AA***A*A*****AA***A*A*A**A*A****AA***A*A*****AA***A*A*A,....x....x.............x.....x....x...........x.x..........x....,22,Beginner,True,translate
puzzle_116,8,*AA**AA*AAA*AAA**A***A**A***A*****AA**AAA***A***A*AAA*AA*A***A**,..x...........x..x..........x..........xx..........x.........x..,22,Beginner,True,translate
puzzle_117,8,*A*A****A**AAA**AA*A**A**AAAAAAA*A*A****A**AAA**AA*A**A**AAAAAAA,...x.........x..x..............x.x..........x.........x...x.....,22,Beginner,True,translate
puzzle_118,8,A*A**AAAA**A*A*AAA**AA*A*****A*AA*A**AAAA**A*A*AAA**AA*A*****A*A,......x....x.....x...........x....x.....x...........x..........x,22,Beginner,True,translate
puzzle_119,8,**A***A*A*A*A*A**A***A**AAA*AAA*A***A***A**AA**AA***A****A*A*A*A,......x...x..........x...x..........x..........xx..........x....,22,Beginner,True,translate
puzzle_120,8,****AA*****A*A**AA******A*****A**A*****A******AA**A*A*****AA****,.....x.....x....x.............x..x.............x....x.....x.....,23.0,Beginner,True,rot90
puzzle_121,8,***A*A******AA**AA*******A*AA**AA**AA*A*******AA**AA******A*A***,...x.........x...x.............xx.............x...x.........x...,23.0,Beginner,True,rot90
puzzle_122,8,A*AAA**A***A*AAA***A*AA****AA**AA**AA****AA*A***AAA*A***A**AAA*A,..x...........x....x...........xx...........x....x...........x..,24.0,Beginner,True,rot180
puzzle_123,8,****A***AAAA*****AA******AAAA*AAAA*AAAA******AA*****AAAA***A****,....x...x.........x...........x..x...........x.........x...x....,24.0,Beginner,True,rot180
puzzle_124,8,*A*****AAAA*A**A*AA*******A****AA****A*******AA*A**A*AAAA*****A*,.x..........x.....x............xx............x.....x..........x.,24.0,Beginner,True,rot180
puzzle_125,8,*A*A***AA*AA**A**A***A********AAAA********A***A**A**AA*AA***A*A*,.x.........x.........x.........xx.........x.........x.........x.,24.0,Beginner,True,rot180
puzzle_126,8,A**AA******AAA*****A*AAA*****AAAAAA*****AAA*A*****AAA******AA**A,x............x.....x..........x..x..........x.....x............x,24.0,Beginner,True,rot180
puzzle_127,8,****A*AA**A**AAA**A******A**AAA**AAA**A******A**AAA**A**AA*A****,....x..........x..x...........x..x...........x..x..........x....,24.0,Beginner,True,rot180
puzzle_128,8,A*AA******AA****AAA******A*AAAAAAAAAA*A******AAA****AA******AA*A,x..........x.....x...........x....x...........x.....x..........x,24.0,Beginner,True,rot180
puzzle_129,8,***A***AA*****AA*AA****AAAA*A******A*AAAA****AA*AA*****AA***A***,...x..........x...x.....x..............x.....x...x..........x...,24.0,Beginner,True,rot180
puzzle_130,8,**AA******A*A******AA*AA*AAAAA*AA*AAAAA*AA*AA******A*A******AA**,..x.........x..........x.x............x.x..........x.........x..,24.0,Beginner,True,rot90
puzzle_131,8,**AA******AA*A***A****AA******AAAA******AA****A***A*AA******AA**,...x.........x...x.............xx.............x...x.........x...,24.0,Beginner,True,rot90
puzzle_132,8,*******AAAA***A**A*A****A*AA****A*A*AA****AAA*A******AA****AA*A*,.......x.x.........x....x............x....x...........x.....x...,24.0,Beginner,True,diag
puzzle_133,8,***A*A*A******AA*****A*AA*****AA*****AAAA*A*AA***A*AA***AAAAA**A,...x...........x.....x..x.............x...x.........x....x......,24.0,Beginner,True,diag
puzzle_134,8,***AA*****A*A*****AAAA***AAAAAAA*A*AAA*A**A*AAA****AA***A*******,....x.....x..........x.........x.x............x....x....x.......,24.0,Beginner,True,diag
puzzle_135,8,*AA*******AA****A*AAA****AA**A***AA**AA*A**AAAAA***AA**A**A**A**,.x.........x....x.........x...........x.....x..........x.....x..,24.0,Beginner,True,diag
puzzle_136,8,A*****A******A*****AAA*A**AAA*A***AAA*AA*AA***A*A**AAA****A*A***,x............x.........x...x..........x..x..........x.....x.....,24.0,Beginner,True,diag
puzzle_137,8,A**AA**AAA*A****AA******AAAA***AAAAAA*AA*AAAA****AAAAAA****AAAAA,.......x...x....x.........x...........x.....x....x...........x..,24.0,Beginner,True,diag
puzzle_138,8,*A*A****A******A**A**AA*A************AA***A*A*A***A*AA***A******,...x...........x.....x..x.............x...x.........x....x......,24.0,Beginner,True,diag
puzzle_139,8,**A**A*A*AAAA***AA*******A****A**A****AAA****A*A***AA*A*A***AA**,..x.........x...x.............x..x.............x...x.........x..,24.0,Beginner,True,diag
puzzle_140,8,A***A***A*AAA*A**A************AA**AA**A*A*AA**A**A***A**A*A***AA,....x.........x..x.............x...x....x............x....x.....,25.0,Beginner,True,diag
puzzle_141,8,AAAA****AAA***A*AA*AAA*AA*A***AA**A*A*A***A******A*AA*AA**AA**AA,...x.....x...........x..x.............x...x.........x..........x,25.0,Beginner,True,diag
puzzle_142,8,**A***A******AA*A*AA**AA**A**AA********A*A*A***AAAAA**AA**A*AAA*,..x...........x.x............x.........x...x.....x..........x...,25.0,Beginner,True,diag
puzzle_143,8,AA*AAA*AA***A*****AA**AA*AA**AA*A***A***AA**AA***AA**AA*A*A*A*A*,.......xx..........x..........x.....x....x...........x....x.....,26,Beginner,True,translate
puzzle_144,8,*****AAA***A*A*A***AA****AAAA*AA**AA****AA*****AA**A**A*AA*A*A*A,.....x.........x....x.........x...x.....x..........x.....x......,25.0,Beginner,True,diag
puzzle_145,8,**A*AA*A*A*AA***A**AA****AA**AA*AAA*A***A**A*A*****A**A*A*******,.......x.x..........x.........x...x..........x.....x....x.......,26.0,Beginner,True,diag
puzzle_146,8,**A*A*******AA***A**A**AAAA**********AAAA**A**A***AA*******A*A**,..x.........x..........x.x............x.x..........x.........x..,25.0,Beginner,True,rot90
puzzle_147,8,**A*A******AA***AAA*A******A*AAAA***A*A*A****A*AAA***A**AAAA*A**,..x.........x....x............x.x..............x.....x.....x....,25.0,Beginner,True,diag
puzzle_148,8,*A***A***A***A**A*A*A*A**A*A*A*AA*A*A*A**A*A*A*A**A***A***A***A*,.....x...x..........x..........xx..........x..........x...x.....,27,Beginner,True,translate_rot180half
puzzle_149,8,****A*****AAAAA***AAA*A***AAAAAAA*A*AAA*AAAAAAA**AA*******AA****,....x.........x...x............xx............x...x.........x....,25.0,Beginner,True,diag
puzzle_150,8,**AA******A*AA******AAA*AAA***AAAA***AAA*AAA******AA*A******AA**,..x.........x.........x.x..............x.x.........x.........x..,25.0,Beginner,True,rot180
puzzle_151,8,**AAAA*A****AA**A***A***A**AAA**AAAA**AAAA*A**AA****AAA*A***AA**,..x..........x..x..........x...........x.x............x.....x...,25.0,Beginner,True,diag
puzzle_152,8,*AAAAA*A**A*AAA*A****AAAA*A******AAAAA*A**A*AAA*A****AAAA*A*****,.x..........x.........x.x..........x.........x.........x..x.....,26,Beginner,True,translate
puzzle_153,8,A**A**AAA**A******A****AAAAA***AA***AAAAA****A******A**AAA**A**A,......x....x...........x..x..........x..x...........x....x......,25.0,Beginner,True,rot180
puzzle_154,8,AA******A**A*A*A*****AAA*A*****A******AA*AA***A***A*AA***AAAA**A,x..........x.........x...x............x...x.........x..........x,25.0,Beginner,True,diag
puzzle_155,8,*AA*******A*A***AA**AA***A**AAA*A*************AAA***AA*A*A*A*A**,..x.........x....x............x.x..............x.....x.....x....,24.0,Beginner,True,diag
puzzle_156,8,A**A*A******A*A****AA***A*A***AA*AA**AA*A***AAA**A*AAA*A***A**A*,x.............x.....x..........x..x..........x...x.........x....,25.0,Beginner,True,diag
puzzle_157,8,**AAA*****AA****AAA*AAAA******AAAA******AAAA*AAA****AA*****AAA**,....x.....x.....x.............x..x.............x.....x.....x....,25.0,Beginner,True,rot180
puzzle_158,8,*A*A*A*AA***A***A*AAA*AAA*A*A*A*AAA*AAA**AA**AA*AA**AA**A***A***,.......xx..........x..........x...x..........x...x..........x...,26,Beginner,True,translate
