name,N,board_1,board_2,board_3,solution,score,tier,is_solved
puzzle_84,13,AAABBBBBBBCCCAAABBDBBBCCCCAAADDDBEEFCCCADDDBBBEFFCCCDDGGBBBEFFCCCGDDGGEEEFFHHHGGGGGEEIIFHHHGGGGJIIIIFHHHKKKKJIIILHHHMKKKJJIIILLHHMKKKJJILLLLHHMKJJJJILLLMMMMJJIIIILLLLLMM,ABBBCCCCCCCDDAABBBCCDDCCDDAABBBBBEDCCDDAAABFBEEDCCDDGAFFFEEEDDDDDGGGGFEEHIIIIIGGGGFEHHHIHIIGJJGFFFFHHHHIGJJJJFFKLLLHIGJJJJJFKKLLIIMMMMMJFFKLLIIMMMMMJFKKLLLLMMMMJJKKKLLLL,AAAAAAAABBBBBAAAAAACABBBBBDDDDCCCCCEEEBDDFDCCCCCEEGBDDFFHCCCEEEGGDDFFHHEEEEEGGDFFIHHHHJJGGGFFIIIHKHHJGGGFFIIHHKKHJJJLFFIIIIKKJJJLLMMIIIIKKKJJLLMMMMMKKKKJJJLMMMMMKKKLLLLL,x.x...x..............x.x.x.x.x.x..............x.x.x..x.x.x..............x.x.x..x.x.x..............x.x.x.x.x.x..............x...x.xx...x...x......x.......x.x....x.x.x....,420,Medium,True
puzzle_3,13,AAAABBBBCCCDDAAAABBBBCCCCDAAEABBBBCCCDDEEEAFFFGCGCDDEEEHHFFGGGCCDEEEHHHFGGIICDEJJHHHFGGIIDDEEJHHFFGGIIDDKJJJHFFFIIIIDKKJJJFFIIIILLKJJKJFFMMILLLKKKKMMFMMLLLLKKKKMMMMMMMLL,AAAABBCCCCCCCAAAABBBCDDDDDAAABBEBBDDDDDAAABBEBBDDDDDAABBEEEFFFFDGHHEEEIFFFFFDGHHHJEIIIKKFGGHJJJEIIKKKLGGHJJJIIIKKKLLGHHJJIIKKKKLGGHMJJJKKKLLLGGHMMMJMKLLLLGGMMMMMMMLLLLGG,ABBBBBCCCDDEEAAABBBBBCCDDEAAABBBCCCCDDEAAFFBBCCDDDEEAAAFBBGGGDDEEAAAFFGGGGGEEHIIFFJJJJGEEEHIIFFJJJJJEEHHIIFFKJKJJJHHHIIIIKKKKKKHHHLLILLLKKKKHMHLLILLKKKKMMMMLLLLLMMMMMMMM,.......x.x.x..x.x.x..............x.x.x..x.x.x..............x.x.x..x.x.x...............x.x.xx...x.x........x.....x.x..x...x.......x..x...x.x........x.....x.xx.x...x......,422,Medium,True
puzzle_44,13,AAAAABBBBCCCCAAABBBBBBCCCCAAAABBBBDCCCCAAEAAFFDDDGGCEEEHFFFDDDGGGEEEHFFFDFDFGGEEEHHIFFFFFGGEEEHHIIIIFGGGHHHHHIIIIJJGGKKHHIILLJJJGGKKKKKILJJJJMMKKKLLLLJMMMMMKKKLLLLJMMMMM,AAAABBBBBCCCCAAAABBBBCCDCCAAEAEEEBCCDDCAAEEEEEFCGDDDAHHFEFFFCGDDDHHFFFFFFGGDDIHHHFFFGGGGDDIHHHHFGGJJGDIIHHHKKKJJIGDIIHHKKKKJJIIIIIKKKKLLLJJMMMMLLKKLLLJMMMMMLLLLLLJJMMMMM,AAAAAAABBBBBCADDDABBBBCCCCEDDDAAAAACCFCEDDDGGGACCCFCEDDDGGGCCCFFCEEDDDGFFFFFFHEEEEEFFIIFHHHEEJJEJFIKKKHHEEJJJJLIIKKHHMMJJJLLIIKKHHMMMMJLLIIKKHHMMMLLLIIIKKHHMMLLLLIIIKKKK,x.......x.x....x.x.x..............x.x.x..x.x.x......x........x.x....x.x.x......x.......x..x...x.x.x......x........x.x....x.x.x....x.x........x......x.x.x....x.x.......x.,432,Medium,True
puzzle_19,13,AAABBBBCCCCCCAAABBBBDDCCCDAAABBBBDDDDDDEEAAABBFFFFDDEEAAAGBFFFHDDEEEEGGBFFHHHHEEEEGGBIFHHHHEEGGGGIIIIIHHJJGGGGGKIIHHHJJJKKKKKKIHHLJJJKKKKMMMLLLJMMKKKMMLMLLLJJMMMMMMLLLLL,AAAAABCCCDDDDAAAABBCCCDDDDAAAABBBBCDDDDEEAEEBBCCCFGGEEEEHBBCCCFGGEEEHHHBCFFFGGEIIIIHHFFFFGGEEIIIHHHFFFGGJJIIHHHKKFFGGJJIILLKKKKMMMJJIILLKKKKMMMJJILLLLLMKMMMJJJLLMMMMMMMM,AABBCCCCCDDDDAABBCCCCCDDDEAABBBFFCCDDDEAABBBFFGGGDDEHAABBFIIIGDDEHHHBBFIIJGGEEHHHBFFIJJGGEEKHHBFFIIJJGEEKKHHFLIJJGGEEKKKHLLILJJJJEKKKHLLILMMJJEKKHHLLLLMMMJEKHHHHHMMMMMJJ,.x.....x...x....x.x...x....x.....x...x....x.x...x....x.....x....x...x.x....x..x.......x...x....x.x...x....x.....x...xx...x.x........x......x.x.x...x.x........x.....x.x..,442,Medium,True
puzzle_50,13,AAAAAABBBCCCDABAAABBECCCCDFBBBBBEEECDDDFFFFFBEEECCDDFFFFFEEEEGGGDFFFFFEEEGGHGDFIIFJJJJGGHDDIIIFJJGGGHHDDIIIIJJJGHHDDKLIIHHHHHHDDDKLLLLHMMMMMMDKLLLLHMMMMMKKKLLLLMMMMMKKKK,AAAAABCCCCCCCAAAAABBCCCCCCADDAEBBBCBBCFDDDGEEEBBBFFFDDGGEEEEEEFFFDDDGHHHHEEEFFIDGGHHHHJEJFFIIGGHHKHJJJJFIIGGLKKHJJJJFIILLLKKHHMJMMIILKKKKKHMMMMIILLLKKKLMMMMIIILLLLLLMMMM,AABBBBBCCDDDDAABABBCCCDDDDAAAABBCCDDDDEFFAAACCCCDEEEFAAAGGCCCEEHEFFFAGGGGEEEHHIFFAJJGGGGEEHIIFJJJJGGGEHHIIIJJIJJKKKKHIIIJIIJKKKKKHIIIIILLLLLMKKILLLLLMMLMMMKLLLMMMMMMMMKK,..x.x..x.....x........x.x...x..x.x.....x........x.x....x.x.x.....x........x.x...x.x.x..............x.x.x.x.x..x..............x.x.x.x..x.x..............x.x.x.x.x.x.......,448,Medium,True
puzzle_55,13,AAAAABBBCCCCCDEEAABCCCCCCCDEEAABBBBCCFFDEEAABGBBCFFFDEEAAGGGGGGGFDDEEEGGGGGGHFDDIEGGJKGHHHFDDIIIJJKHHHHFLLIIIJJKHHFFFLLIIJJJKKHFMFLLLIJJKKHHMMMLLLIIJJKHHMMMLLIIIJJHHMMMM,ABBBCCCCCCDDDAAABBCEECCCCDAAABBBEEEECDDAAFFFBEEEEEDDAFFFFBBGGEEEDFFFBBBGGGHEDDFFFIIIGGGHHDDFFIIIIGGGHHJDKLIIIIGMGHJJJKLLLIIIMMHHHJKKLLILIMMHJJJKKLLLLLMMMJJJKKKKLLLMMMJJJ,AAAAABBBBBCCCAADAAABBBBCCCADDAEBBCCCCFFADAAEEBCCCCFFDDEEEEGGCCGFFDDEEEEGGGGGFFDDHHHIIFFFFFFDHHHIIJJJFFFFHHKKKIJJLLFFMHHKKKIJJLLLMMKHKKIIIJLLMMMKHHKIIJJLLMMMKKKKIILLLLMMM,..x...x....x.x...x...x......x...x...x......x...x...xx.x.......x......x.x.x.....x........x.x...x.x.x.....x........x..x...x.x.x......x.......x.x....x.x.x......x.......x.x.,453,Medium,True
puzzle_69,13,AAAAAAAABBBBBACCAAAAABDDBBACCCEEADDDDBBCCCCCEEEDDDBFCGCCCHEEEEDDFGGCGGHHEEEEIFJGGGKHHHHEEIFJJGGKHHIIEIIFJGGGKIIIIIIIFJJJKKKILIIFFFKJJKKLLLLLLFFKKKKKLLLLMLFFKKMMMMMMMMMFF,AAAAABBBBBBBCADDDABBEBBBBCDDDAAAAEBFCCCDDAAAEEEEFCCCDDDAEEEEEFFCCDDGGEGGHHFFCCIIIGGGHHHHFCJKIIIGGHHHHFCJKIIIGGHHJFFJJKKILLLLHJJJJJKKKLLMLLJMMJJKKKLLMMMMMMJJKKKKKMMMMMMJJ,AAAAAABBBBBCCAAAAAABBBCCCCAAAAADBBBCCCCADDDDDDBBCCCCDDDEEEEFFFFFFGGGEEEEEEHFFFGGGEEEEEHHHIIGGGGJJEEHHHIIKKGGJJHHHHHIIKKLLJJJHHHHHIKLLLLJJMMMHMIKKKLLLLLMMMMIKKKLLLLLMMMMI,......x..x.x.x.x.x...............x.x.x..x.x.x...............x.x.x.x.x.x..............x.x.x..x.x.x..............x..x.xx.x.x..............x.x...xx...x.....x....x...x.x....,466,Medium,True
puzzle_66,13,AAAAAABBBBBCCAAAABABBBBBCCAAABBBBBDEECCFFFFBBDDDDECCGFFFDDDEDEECCGGGFFDEEEEHCCGGGGFDDHHHHHHGGGIFJDHHHHHHKKIIFJJJJJJJJKKIIFFFLJJJJJKIIIIFFLLMMJMKIIIIILLLMMJMKKKKIILLLLMMM,AAABBBBBBBCCDEAAAAABBBBCCDEAEAAAABBCCDDEEEEEAAACCCDDEEFEEAAGGGGDDFFFFFFFGGGGDDFFFFFFHGGGGDDHHHHHHHIIGJJJHHKKKLLIIIJJJHHKLLLLIIJJJJKKKLLLMMMJJJJKLKLLLMMMMMJJKLLLLMMMMMMMJ,AAABBBBBBCCCCAABBDBEEBBBCCAABDDDEEBECCCAAADDDEEEECCCAADDDDDFEGGGGAAAHDDFFFGGGIAHHHFFFJGGGIIKHHHFFJJGLIIIKHMHHFJJGLLLIKHMMMFFJLLLLIKKMMMFMJJLLIIKKKMMMMJJIIIIKKKKMMMJJIIII,....x...x..x.x.x...x..........x.....x.x.x....x.x.......x......x.x.x...x.x........x.....x.x..x...x.x........x.....x.x.x....x.x.......x......x..xx...x.x........x.....x.x..,482,Medium,True
puzzle_5,13,AAABBBBBBBBBBAAAAACBCBBDBBEEEAACCCBBDDDFEEAACCCBDDDDFFEEGGGBBHHHDFFEEGGGHHHHHDFFEEEGGGGGHHDFFFEIGGGGGJDDFKFIILGLLJJJJKKIIILLLLLJJJKIIIILLMMMMMJKKIIILLLMMMMJKKKKKLMMMMMMJ,ABBBBBBCCCDDDAAABBBBCCCDDDAAABAAEECCDDDAAAAAAEEECCDDFFFFFFFFEEEDGHFFFIIJEEEEGGHHFFIIJEGEGGGHHIIIIJJGGGKGHLLIIIJJKKKKGHLLLLLJJKKMKGHLLLLLJKKKMMMHHHLLJJKKMMMMHHLLLLJKKMMMM,AAABBCCCCCDDDAABBECCCCCDDDAABBEEEEECDDDAAABBEEEEEDDFAGGBBBEDDDDFFAGGGGHHDDFFFFGGIIGHHDDFFJJGGIGGHHDFFFJKIIILLHHHFFJJKIIILLLHHHHJJKMMILLLHHMKJJKMMMMLLLMMKKKKMMMMMMMMKKKKK,.x...x.....x....x...x.x....x...x.....x....x...x.x...x....x.....x...x....x.x...x...x.......x..x...x.x........x.....x.xx.....x.x......x.x.....x........x.x...x.x.x......x..,492,Medium,True
puzzle_43,13,AAABBBBBBBBBBAAAAAABCBBBBBAAADAACCCBEEEFFADDDDDCBBEEFFFDDDDDCCCEEFFFFGGDCCHHIIFJJFGGCCHHHIIJJJJGGGHHHHHIJJKGGGGLHHHHIJJKGGGMLHHHIIJKKMMMMLLLLIIJKKMMMMLLLLIIKKKKMMMMLLLLI,AAAAABBBBBBBBAAAAABBCBCCBCAAAAADCCCCCCCEEEEEDDDDDDFCGEEEEDDDDDDFCGGGEEHHDDFDFCGGEEEHHHFFFFFGGIIIIHHHHFJFGGGGIIKHHJJJLGGGIIKKHJJJJLMMMIKKKHJJJLLMMMMKKKJJJJLLMMMMKKKJJJJLL,AAAABBBBBBBBCAAAAABBBBBBCCDDDAABCCCCCCCDDDDDDEECCCFFDDDGDDEEEEEFFGGGGEEEEEEFFFGHGGEEEIIFFJFHHGGGKKIJJJJJLHHGHKKIJJJJJLHHHHKKIIMJJJLLHKKKKIIMJMMLLLKKKIIIMMMMLLLLIIIIMMMMM,......x.x.x..x.x.x...............x..x.x.x.x.x..............x.x.x..x.x.x..............x.x..x.x.x.x...............x.x.x..x.x.x......x.......x..x...x.x.x......x........x.x.,504,Medium,True
puzzle_74,13,AAABCCCCCDDDDABBBBCCCCDDDDAABBBCCCCDDEEAABBCCCCCDEEEAABBBFFFFGGEEAAFFFFFFGGGEEAAFFHFFGGHGGEIIFJHHHGHHKKKIIJJLHHHHHHKKIIJJLLLHMHKKKIIJJLLLLMMKKKIJJLLLLMMMMKKIIJJMMMMMMKKK,AABBBCCCDDDEEAAAABBBCDDDDEAABBBBCCDDDDEAABBBBCDDFDDEGABGFFCCCFEEEGGGGFFFFFFEEHGIGGJJFFFFEHHIIGGJJJFFKEHHIIJJJJJJJKHHHIIIIJJJLLKKHHIIMMMLLLLLKHHMMMMMLLKLKKHKMMMLLLLKKKKKK,AAAAABBBBBBBBAAAAAABCDDDBBAAACCCCCDDDDBEEECCCFFDDDDDEECCCCFFFGGDDEEHHHHFFGGGGGEEIHHHHFGGGGJEEIHHKKFGGJJJEEILLKFFFFJJMIIILLKKFFFJJMIILLLLKMMJJJMILLLLLKMMMMJMIILLLLKKMMMMM,......x...x.xx.x.x...............x.x.x..x.x.x..............x.x..x.x.x.x...............x.x.x.x.x.x..............x.x.x.x.x.x..............x.x..x.x.x.x..............x.x.x..,506,Medium,True
puzzle_47,13,AAAAAABCCCCCCAAADDABBBCBCCADDDDBBBBBBBCAADDDDDBBEEECDDDDFEEEEEEGGFDDFFFEHEHHHGFFFFIIHHEHHGGFFIIIHHHHHHGGJKKIIILHHHHGGJKKKKLLLMMMGGJKKKLLLLMMMMGJKJKJJLLMMMMGJJJJJJLMMMMMM,AABBBBBBBBBBBAAAABBCCCDDBBAAEAACCCCCDDDAAEEEEEEFCCCDGEEGEEEFFFFDDGGGGEHHFFFFFDGGIIIJHHHFFKDGGIIIJHHHFKKDGGIIIJJHHHHKKGGIILLJJJHHKKGGGMLLJJJLKKKMMMMLLJJJLLKKMMMMLLLLLLLKK,AAAABBBBCCCCCDAAAAABBCCCCCDDDAAABBEEFFFDDDDDBBBEEFFFDGGGDDDBEEFFFGGGGDBBBEEEEEGHGGDIIBIIIEIHHHGJJIIIIIIIHHJJJJJKKLLLLHHJJJJKKLLLLLHHHHMJJKLLKLLMMMMMMKKKKKLLMMMMMMMKKKKLL,...x....x...x.x....x...x......x...x...xx.....x...x....x.x.......x......x.x.x..x.x.x...............x.x.x..x.x.x..............x.x.x..x.x.x..............x.x.x.x.x..x.......,512,Medium,True
puzzle_18,13,AAAAAABBCCCCCAAADDABBBCBCCAADDAADDBBBBCDDDDDDDDEEFBBDDGGHDDDEFFBBDDGIHHEEEEFFBGGGIIHEEEFFFBGGGIIHHHHFFFFGJJIIIIKKLLLFGJIIMMKKKLLLLJJJIMMMKKLLLLJJMMMMMKKKLLLJJMMMMMKKKLLL,AAAAAABBBBBBBAAACAABBBDDDBEAACCAABFFDDDEEECFFFFFFFDDEEECCFFFFFFDDEEECGGGGGGFDDEEECCCGGGHHHHIJCCCJJGGGKHHIJJJJJJJKKKHHIIIJJKKKKKHHHIIILLKKMKKMMHIIILLMMMMMMMMIIILLLLMMMMMM,AAAABBBBCCCCCAAADBBBBCCCCCADDDDBBBEEEECAFFFDBBBEEECCAFFDDDGGGGEECFFFDDDDDGHHHHFFIJJJGGGHHHHFIIJJGGGGGGHHFIIJJJKKKLLLLFIIMMJJKKKKLLFIMMMJJKKKLLLFIMMMMKKKLLLLIIIMMMMMKLLLL,..x......x.x.x....x.x........x......x.xx.....x.x......x.x.....x........x.x...x.x..x.....x........x.x...xx.x.x...............x.x.x..x.x.x..............x.x.x..x.x.x.......,524,Medium,True
