name,N,board_1,solution,score,tier,is_solved,symmetry
puzzle_15_180,10,A***A*****AAAAA***AAA***AA*A**AAA**A*AAA**AAA*AA*A*A**A***AA***A*AA***AA*A**AAA***AAA*****AAAAA*AAA*,x...x.......x......x.....x.x...x.......x...x..x....x......x....x.x....x......x....x.x...........x.x.,33.0,Beginner,True,180
puzzle_16_90,10,*****A**AA*A*AAA***AAA*AAA*AAAAAAA*A***A****A*A**AA**A*A****A***A*AAAAAAA*AAA*AAA***AAA*A*AA**A*****,.....x..x..x.x...........x.x..x.x.............x..xx..x.............x.x..x.x...........x.x..x..x.....,33.0,Beginner,True,rot90
puzzle_17_180,10,A*A**AAA*A****A*AA*A**A**AA*AA***A*A*A***AAA******AAAAAA***AAA*A*A*AAA**A**AA*AA*A**A*AAAA*A***AA*A*,x.x...........x..x....x......x.....x.x...x.x...........x...xx..x............x.x..x..x...........x.x.,34.0,Beginner,True,180
puzzle_18_90,10,*AAA*AAAAA*A**AAA****AAA**A*A****A*A**A***A*A*AA*AA*AA*A*A***A**A*A****A*A**AAA****AAA**A*AAAAA*AAA*,..x......x....x.x....x......x....x.x...........x.xx.x...........x.x....x......x....x.x....x......x..,34.0,Beginner,True,rot90
puzzle_19_180,10,AA***AAA***AAA***A*A*AA*A*A***AA*AA*A*AAA*A**AAAAA*****AA*A***A*A**A**AAA*A*A**A*A*AAA***AAA***AAA**,.....x.x.....x.....x.x....x.......x...x.x.x.............x.x...x.x.....x........x...x.x.....x.....x..,35.0,Beginner,True,180
puzzle_20_180,10,**AAAA*AA****AA*A*AA*AA*AAAAAA**AA*A**A*AAA*A**AA*A**AA*A***A*AA*A**AA******A**A**A*A**AAAA**A****AA,.....x.x.....x.....x.x.....x.....x.x.....x......x.....x.x...x.x.............x..x..x.x.....x.......x.,35.0,Beginner,True,180
puzzle_21_180,10,*A*A******A*AA*A*AA*AA*AAA**A*AA*A**AAA***A*AAAAA*A*****A*AAA***AA*A**A*AA***A**A**A*A**A*AAAAAA*A*A,.x.x...........x..x..x.x............x.x...x.x...........x..xx...x.......x....x..x....x...........x.x,35.0,Beginner,True,180
puzzle_22_90,10,**A*A****AA***AAA*AAAAA**A**A*A*AAAA*AAAA****A*A****A*A****AAAA*AAAA*A*A**A**AAAAA*AAA***AA****A*A**,..x......x....x.x....x......x....x.x....x......x....x......x....x.x....x......x....x.x....x......x..,35.0,Beginner,True,rot90
puzzle_23_90,10,A*AA*A*A**AAA*AA*A*A*****AAA**AA*AA**AA****AA**A*AA*A**AA****AA**AA*AA**AAA*****A*A*AA*AAA**A*A*AA*A,...x.x.....x.......x.....x.x...x.x.............x.xx.x.............x.x...x.x.....x.......x.....x.x...,36.0,Beginner,True,rot90
puzzle_24_180,10,A*AA***A***AA*A**A*AAA*A*AA****AA****A*AA*AAAAA*AA**A*****A**A*AAAA**AAAA**A*A***A*AA*A**AAA*AAA**A*,...x...x...x.......x...x.x...........x.xx....x......x.....x.....x.x...x.x...........x.x....x......x.,37.0,Beginner,True,180
puzzle_25_90,10,*A*AAA**AA*AAA******AA*AAA*A*AAAAA*A*****A***AA*A**A*AA***A*****A*AAAAA*A*AAA*AA******AAA*AA**AAA*A*,.....x...x.x.x...........x.x..x.x.............x.x..x.x.............x.x..x.x...........x.x.x...x.....,37.0,Beginner,True,rot90
puzzle_26_180,10,**A*A**AAAAA**A****AA**A*AAAAAAAAA*A*A*AA***AAAAAA******AAA**A*A*A*********A*AA**AAAA*AA*****AA*A*AA,..x.x.....x........x.....x.x....x......xx...x...........x.x..x.x...........x.x...x.x............x.x.,38.0,Beginner,True,180
puzzle_27_90,10,*AA**A**AA*AA*A**A**A*A*AA****AAAA***AAA*A*AA*A**AA**A*AA*A*AAA***AAAA****AA*A*A**A**A*AA*AA**A**AA*,.....x...x..x....x..x....x.......x....x..x....x......x....x..x....x.......x....x..x....x..x...x.....,38.0,Beginner,True,rot90
puzzle_28_180,10,A*****A*A**A*A***AA*AA***A**A*AA*A**AA***AAAAAAAA*A********AAA**AA*A**A*AA*AAA**A**AAA*A*AA*A*AAAAA*,......x.x..x.x...........x..x..x.x...........x.x..x........x....x..x..x.x...........x....x..x...x...,39.0,Beginner,True,180
puzzle_29_lr,10,AAA*A*A***AAAAA********A*A*AAA**A*A*A*AAAAAAA*******A*A*A*AA*AAAA****A*A**A*AA*AAAAAA*****A*AA*A**A*,....x.x...x.x............x.x....x......xx...x...........x.x..x.x.............x.x.x.x...........x..x.,39.0,Beginner,True,lr
puzzle_30_90,10,*****AAA*AAAAAAA***A*AA*AAA**A*A*AA**A*A***AA****AA****AA***A*A**AA*A*A**AAA*AA*A***AAAAAAA*AAA*****,.....x.x...x.x...........x...x.x.....x.....x.....xx.....x.....x.....x.x...x...........x.x...x.x.....,39.0,Beginner,True,rot90
puzzle_31_90,10,A*AA*AA***A**AA*A*AAAA*A**AAA*****A*A****AAAA**A*AA*A**AAAA****A*A*****AAA**A*AAAA*A*AA**A***AA*AA*A,x.x...........x.x....x......x.....x.x.....x......xx......x.....x.x.....x......x....x.x...........x.x,40.0,Beginner,True,rot90
puzzle_32_lr,10,*****AAAAAAA*A*A*A**AA***AAA******A*AAAA*AA*A*A**AA*A*A*A*A*A*A*A*A*A*AAA*A*A***A**AA**AA**AA*A*A**A,.....x...x...x...x...x...x...........x.x..x.x.....x.......x...x.x.....x.....x......x....x..x....x...,41.0,Beginner,True,lr
puzzle_33_90,10,*****AA*AA*A**A*A**AAA*A*AAAAA***AAA**AA*A***A*A*AA*A*A***A*AA**AAA***AAAAA*A*AAA**A*A**A*AA*AA*****,......x.x..x..x............x.x...x.x...........x.xx.x...........x.x...x.x............x..x..x.x......,41.0,Beginner,True,rot90
puzzle_34_180,10,****AAAAA***AA*AA**AA*AAA**AA*AAA*AAAA**A***AA*AAA***A**AAA*AA****A***A**AA***A**AA**A**AAA*****AAAA,....x.x.....x......xx...x.......x....x..x....x.......x....x..x....x......x....x..x...x...........x.x,42.0,Beginner,True,180
puzzle_35_lr,10,A**AA*A***A*****AAAA**AAA**A******A*A**AAAAA*AAA*A****A***A*AAAA*A*AA*AA***AA*AA*AAAAA*****AA**A*AAA,...x..x...x........x..x....x......x....x.x....x.......x...x.x.x............x..x..x.x...........x.x..,42.0,Beginner,True,lr
puzzle_36_90,10,A**A*A**A**A**A*AA*AA*AAAAA*AAA***A*A*A**A*A*A***AA***A*A*A**A*A*A***AAA*AAAAA*AA*AA*A**A**A**A*A**A,x....x...........x.x..x.x...........x.x..x.x............x.x..x.x...........x.x..x.x...........x....x,42.0,Beginner,True,rot90
puzzle_37_180,10,***A*AA******AA**AAA**A*AAAA**A**A**A*AAAAAAAAA***AAA*********A*AA*AA*AA****A*AA***AA**AAAAAA**A*AAA,...x.x...........x.x..x..x....x.......x.....x.x...x.x...........x...x..x....x......x.....x.x.....x..,43.0,Beginner,True,180
puzzle_38_lr,10,*AA*AA*A**AAAAAA***A*A****AA**A**A*A*****AAA*A***AA***A*AAA**AA*A*AAAAA*AAAA**AA******AAA*A**A**A*AA,..x....x.......x...x.x.....x.....x.x.....x.......x....x.x.....x.....x.x...x...........x.x.x..x......,43.0,Beginner,True,lr
puzzle_39_lr,10,A*AA*A**A*A*A**AA*A*AA*A*A*A*****A*A*AAAAAAA*A****A****AAAA*A*AAA***A**AA**AA**A**A*A*A*AA*****AAAAA,x.x............x..x..x.x...........x.x...x.x............x.x.x...x...........x..x..x.x............x.x,43.0,Beginner,True,lr
puzzle_40_90,10,A****A*AA*****AAAAAA**AAA***AAA*A*AAA*AA**A**A***AA***A**A**AA*AAA*A*AAA***AAA**AAAAAA*****AA*A****A,x.......x.....x.x.....x.....x.....x.x.....x......xx......x.....x.x.....x.....x.....x.x.....x.......x,43.0,Beginner,True,rot90
puzzle_41_90,10,AA***A*AA**AAA*A*****AAA*****AAAAAAA***A**A*A**AAAAAA**A*A**A***AAAAAAA*****AAA*****A*AAA**AA*A***AA,.x.....x.....x.x.....x.......x...x.x...........x.xx.x...........x.x...x.......x.....x.x.....x.....x.,43.0,Beginner,True,rot90
puzzle_42_180,10,A****AAAAAA*AAAA***A*AAA*AAAA*AA*A*A***A**A*AA****AAAA**A*AA*AAA*A*A**A****A***A*AAA****A******AAAA*,......x.x.x...x.......x....x..x........x..x.x...........x.x..x.x...........x...x.x.x...........x.x..,44.0,Beginner,True,180
puzzle_43_lr,10,*AAAA**A*AA**AA*AA*AA*AAAAA*A**AA***AA*****A*****AAAA*AAAAA*A**AAA**AA*A*****A*A*AA**A**A*A****AA*A*,..x.x.....x.....x.......x...x..x....x......x.....x.x.....x.....x.x...........x.x..x..x....x.......x.,44.0,Beginner,True,lr
puzzle_44_90,10,AAAAA*A*A**AAAA*AA**A*AAA*A*******AAA***AAA*A**********A*AAA***AAA*******A*AAA*A**AA*AAAA**A*A*AAAAA,.x......x.....x.x...x.x...........x.x...x.x..............x.x...x.x...........x.x...x.x.....x......x.,44.0,Beginner,True,rot90
puzzle_45_180,10,**A*A*A*AAA*****A*A***AAAA****A**AA**A*****A*****A*AAAAA*AAAAA*AA**AA*AAAA****AAA*A*AAAAA***A*A*A*AA,....x.x...x.......x...x..x....x......x.....x.....x.x...x.......x...x...x.......x....x.x.....x.....x.,45.0,Beginner,True,180
puzzle_46_90,10,AAAA*AAAA**A*AA*A****A*AA*AAA*****AAA****AA*A****AA****A*AA****AAA*****AAA*AA*A****A*AA*A**AAAA*AAAA,x.x...........x.x....x......x.....x.x.....x......xx......x.....x.x.....x......x....x.x...........x.x,45.0,Beginner,True,rot90
puzzle_47_180,10,A*A*AA*****AA**AAAA*A**AA**AA*A*AA**A*A**A*A**A***AAA*AA*A*AA*A*AA**A*A**AA**AA*A****AA**AAAAA**A*A*,..x.x...........x.x.x...x...........x.x..x.x.............x.x..x..x....x......x.......x...x.x.x......,46.0,Beginner,True,180
puzzle_48_lr,10,A*AAA*AAAAAAA**AA**AAAA***AAA*AAA*******A***A*A****AAA*A*AAA***AAAAAAA***AAA***A***AA**AA**A***A****,....x...x.x.x.............x.x.x.x...........x.x....x.......x...x...x.......x...x...x...x...x...x....,46.0,Beginner,True,lr
puzzle_49_90,10,A***A*A***AAAA***A*AA*AAAAA**A*A**A*A**AAA*A*A**A**A**A*A*AAA**A*A**A*A**AAAAA*AA*A***AAAA***A*A***A,x...x.......x....x......x....x.x....x......x....x..x....x......x....x.x....x......x....x.......x...x,46.0,Beginner,True,rot90
puzzle_50_180,10,**A*A**A****A*AA*AAA***AAA*A**A***AAA*A*AAAA**AAA*A***AA****A*A***AAA*AA*A***AAA***A**A*AAAA*AA*A*AA,..x....x.......x...x...x...x..x....x......x.....x.x...x...........x.x..x.x............x..x.x..x.....,47.0,Beginner,True,180
puzzle_51_180,10,A****AAAAAAAAA*A*A***A*A**A******A**A*A***A*A*A*A*A*A*A*A*AAA*A*AA*AAAAAA*AA*A*AAA*A*A*********AAAA*,x........x.....x.x...x.x............x.x...x.x.....x.....x.....x.x............x.x.x.x...........x..x.,47.0,Beginner,True,180
puzzle_52_180,10,AAAA***AAA***AA*AAA**AA**AAA**AA**AA*AAA*AAAA*AA*A*A**A****A***A**AA**AA***AA**AA***A**AAA***AAA****,x.x...........x...x...x...x...x.......x.....x.x....x.......x...x...x...x...x...........x.x...x.x....,47.0,Beginner,True,180
puzzle_53_lr,10,*A*A*AAA*AAAA*A**A*A****A****AAAA***A***AA*AAA*AAA**A***A******AAA*AAAAAAA*AAAA****A*AA*A*A*A*A***A*,...x.x.....x.....x......x....x..x...x...x.......x...x...x.......x....x.x.....x.....x.x....x.......x.,47.0,Beginner,True,lr
puzzle_54_90,10,**AAA**A*AAAA*A*A**A*A**A**A**A*A*AAAAA*AAA*A**********A*AAA*AAAAA*A*A**A**A**A*A**A*A*AAAA*A**AAA**,..x.x...........x..x.x..x...........x.x.x.x..............x.x.x.x...........x..x.x..x...........x.x..,47.0,Beginner,True,rot90
puzzle_55_180,10,***AAAAA*A*A*A***AA**A*AA**AAA**AA*AA***A***AAAAA*A*****AAA*AAA**A**AA***AA**A*AA**AAA*A*A*A*****AAA,...x.x.....x.....x......x....x..x...x...x...x...........x.x.x.x..............x.x...x.x.....x......x.,48.0,Beginner,True,180
puzzle_56_90,10,*A***AA**AA**A**AAA*A***AAAAAA***A***A*A*A*A*AA*AAAA*AA*A*A*A*A***A***AAAAAA***A*AAA**A**AA**AA***A*,.x...x.......x...x..x....x...........x.x.x.x............x.x.x.x...........x....x..x...x.......x...x.,48.0,Beginner,True,rot90
puzzle_57_180,10,A*A*A**A**AA**AAAA***A*A*****A***A**A*A***A*A*****AAAAA*A*AAA*A*AA*AAA*AAAAA*A*AAA****AA**AA*AA*A*A*,x.x............x.x...x.x............x.x...x.x.....x........x.....x.x.....x.....x.x....x.......x...x.,49.0,Beginner,True,180
puzzle_58_180,10,*AA**AAAAAAAAAA*AAA*****AA**AAAA*AAA*A***AA***A*AA**A*AAA**AAA*A***A****AA**AAAAA***A**********AA**A,.....x.x...x.x...........x..x..x.x............x.x...x.x.....x......x....x......xx...x...........x..x,49.0,Beginner,True,180
puzzle_59_180,10,*A*AA**A*A*****AAA*A**A****AA*A*A*A*A**AA*****A***AAA*AAAAA**AA*A*A*A*A**AAAA*AA*A***AAAAA*A*AA**A*A,.x.....x.......x...x..x....x......x....xx.....x.....x.x...........x.x.x..x...........x..x..x.x......,49.0,Beginner,True,180
puzzle_60_180,10,AA**AAAA*A*A*A****A**A**A*AAAAAA**A*A**A*AA**AAAA*A****AA**A*AA*A*AA******A*AA*AA*AAAA*A*A*A****AA**,.....x...x.x.x............x.x.x...x.......x.....x.x.....x.....x.x............x.x...x.x.....x.....x..,49.0,Beginner,True,180
puzzle_61_lr,10,**A**A*A*AA*AAA*AAAA**A*A*AAA*A*******A*A*AA*AA****A**A**AAA*AAAAAAA*AAA*A*A***A*A***A****AA*AA*A*A*,.....x.x..x.x...........x.x...x.......x...x...x.......x....x.x.....x.....x.....x.x...x.......x....x.,49.0,Beginner,True,lr
puzzle_62_90,10,*AA**A**AA*A*A**A***AA***AAAA*A**A*A*A*A*A***AAAAAAAAAA***A*A*A*A*A**A*AAAA***AA***A**A*A*AA**A**AA*,.....x..x..x.x...........x.x..x..x.............x.xx.x.............x..x..x.x...........x.x..x..x.....,49.0,Beginner,True,rot90
puzzle_63_180,10,A*A**A*A*A*A*A*AA**A**A****A*AA****AA*AA*AA*****A*A*AAAAA**A**A**AAAA**A*AAAA*AA*AA**A*A*A*A*A*AA*A*,.....x.x...x.x.............x.xx....x......x.....x.x...x.......x.....x.....x.x....x.......x...x..x...,50.0,Beginner,True,180
puzzle_64_lr,10,A****AAAA*AAAAA*****AA***AAA*****A*A*AAAAA*A*A*A***A**A*AA*AAAAA*A****AA*A*A*A***AAA*A***AAAAAA*****,......x.x...x.x.....x.....x......x....x..x...x...........x.x.x.x...........x.x....x......xx...x.....,50.0,Beginner,True,lr
puzzle_65_90,10,AAAAA*AAA**A*A*A*****A**A**AA**AA*A*AA**A*AA*A**A**A**A*AA*A**AA*A*AA**AA**A**A*****A*A*A**AAA*AAAAA,x......x.....x.x.....x......x.....x.x...x.x..............x.x...x.x.....x......x.....x.x.....x......x,50.0,Beginner,True,rot90
puzzle_66_180,10,AAAAAAA***A*AA*****AAAA*AA*A*A*A*AA**A**A*****A*AA**A*AAAAA*AA*AA**A*A*A*A**A****AAAAA**A*AAA*******,....x.x...x........x.....x.x...x.x............x.x...x.x............x.x.x.x...........x..x.x.x.......,51.0,Beginner,True,180
puzzle_67_180,10,A*A**A*A*AAA**AA**AA**A**AAA**AA**A*AAAA***AAAA*A*A*A****AAA****A*AA**AA***AA*AA**AA**AA***A*A*AA*A*,..x....x......x....x..x...x...x.......x....x.x....x.......x.....x.x....x.......x...x...x...x...x....,51.0,Beginner,True,180
puzzle_68_lr,10,AAA*AA*AA*****AAA****A**A****AAA*AAA**A*AA****AAAA**AAAA******A***AA*AA*AA*AAAA*AAAA***AAA***A**A**A,.x......x.....x.x....x.......x...x.x....x......x....x.x............x.x..x..x....x.......x....x..x...,51.0,Beginner,True,lr
puzzle_69_lr,10,*A***AAA*AAAA*A*A***A*A*A*A*A*A****AAAA**A*A*A*A*AAAA*A*A***A***A*AAA**A*A*A*A*AA****AAAA*A**A*A*AA*,.x.......x....x.x.....x.....x.x....x...........x.x..x.x...........x.x..x.x...........x.x..x..x......,51.0,Beginner,True,lr
puzzle_70_90,10,A**A*AA***AA*AA****AAA***AAAAA*A*A***A***A*AA*AA*AA*AA*AA*A***A***A*A*AAAAA***AAA****AA*AA***AA*A**A,...x.x.....x.......x.....x.x...x.x.............x.xx.x.............x.x...x.x.....x.......x.....x.x...,51.0,Beginner,True,rot90
puzzle_71_lr,10,AAAA*A****AA***AAA****AA*A**AAAA**A*AA****A**AA*AAAAAAA*******A**AA*AA**AAA***AAAAA**AA***A*AA*A**A*,...x.x.....x.....x.......x...xx......x....x......xx...x.......x...x.......x...x..x....x......x....x.,52.0,Beginner,True,lr
puzzle_72_90,10,AAAA*A**A***A**A**A*AAAA******AAA*A*A*A***AA*A*AAAAAA*A*AA***A*A*A*AAA******AAAA*A**A**A***A**A*AAAA,.x.x...........x..x.x.x...........x.x.....x......xx......x.....x.x...........x.x.x..x...........x.x.,52.0,Beginner,True,rot90
puzzle_73_180,10,A**A****A**A*AAA****A**AA**A*A**A*A***AA******AA*A*A**AAAAAA**AAA*A*AA*A*AA**AA*AAAA***A*AA*AAAA*AA*,x.......x....x.x....x......x....x.x...........x..x.x..x...........x.x..x.x.............x.x..x..x....,53.0,Beginner,True,180
puzzle_74_lr,10,*A**A*A***A*AA*A**AAAA**A***A****AAAAAAA*A*AAAA*A*A*A****A*AAAA*********AA*AAA*A*A**A*AA**A*AA*A*AAA,....x.x.....x.....x.x...x...........x.x..x.x.............x.xx.x............x...x.x.....x.....x.x....,53.0,Beginner,True,lr
puzzle_75_lr,10,A*AA*A**A*AA**A*AA***AAA*A***A**AA*A**AA*****AAAAA***A*A*AAAA*AA*A**A***A**AA*AAA***A*AAA**A***AAA*A,x.x...........x..x...x.......x...x.x...........x.x...x.x....x.......x...x...x.......x...x..x....x...,53.0,Beginner,True,lr
puzzle_76_lr,10,**AAA***AA**A*A*A*AA***AA**AAAAAA*A*A****AAAA****AAA**A*AA****A**AA*AAA***A*AAA***AAA***AAAAA**AA***,....x...x...x...x.......x...x..x....x......x.....xx......x....x..x....x......x.....x.....x.x...x....,53.0,Beginner,True,lr
puzzle_77_180,10,*AAAAA*A***AAA**A**AA*A*A**AAAA*A*A*******A*A*A***AAA*A*A*AAAAAAA*A*A****AA*A*A**AA*AA***AAA*A*****A,.....x.x...x.......x....x..x..x.x...........x.x.....x.....x.x.....x......x....x..x...x.......x.....x,54.0,Beginner,True,180
puzzle_78_lr,10,AA*AAAA*A*A***A***A*AAA********AA*A*AA****AAA***A*AA***AAA*AA**A*A**AA***AAAAAAA*AAA*AAA*A**A****A*A,.x....x.......x...x.x.x...........x.x.....x.....x.x....x.......x.....x.....x.x...x.x.............x.x,54.0,Beginner,True,lr
puzzle_79_lr,10,A****A**A***A**AA**AAAAA*A*AAA*A*A*A*A*AAAA**AAAA****AA****AA*A*A*A*A*****A*A***AA*AA**AA**AAAA*AA*A,x.......x...x..x...........x.x...x.x.....x.....x......x....xx.x...........x.x....x......x....x..x...,54.0,Beginner,True,lr
puzzle_80_lr,10,*A*A*A*A*A*AAAA****AA****AAAA*AAAA*A****A*A*A*A*A*AA***AAA***A**A*AA*AAAAAA******AAA*A***AAA*A*A*A**,.....x.x...x.x............x.x.x.x...........x...x..x....x.......x....xx.x............x...x...x...x..,54.0,Beginner,True,lr
puzzle_81_90,10,***AAA**AA*A*A*****AAA**A**AAAAAA***AA***AAAA*A*A**A*A*AAAA***AA***AAAAAA**A**AAA*****A*A*AA**AAA***,...x.x.....x.......x....x..x..x.x.............x.x..x.x.............x.x..x..x....x.......x.....x.x...,54.0,Beginner,True,rot90
puzzle_82_90,10,*AA***AAAA**A*AA*AA***AA*AA****A**A*A*AAA**A*A*A*AA*A*A*A**AAA*A*A**A****AA*AA***AA*AA*A**AAAA***AA*,.x....x.......x...x...x...x.......x....xx......x....x......xx....x.......x...x...x...x.......x....x.,54.0,Beginner,True,rot90
puzzle_83_180,10,****AA*A*****A****AAAA**AAAA*AA*AA**A*A*AAA*AAA*AA**A***A***A*A*AA**A**A****AA****AAAA*AAAAA*A**AAAA,.....x.x.....x.....xx....x......x.....x.x...x.......x...x.......x...x..x....x......x.....x.x.....x..,55.0,Beginner,True,180
puzzle_84_lr,10,*A*A*A*A*A**AA*A**AAAA***AAA****AA*A**AAAA***AAA****A**AA*AA*A*AA**A*A**A*A*A*AA*****AAAAAA*A*A*A*A*,.x...x.......x....x..x....x......x.....xx......x....x..x...........x.x..x.x...........x.x.x...x.....,55.0,Beginner,True,lr
puzzle_85_lr,10,A**A***A*A******AAA**A**A***AAA***AA*AAAAAAAA***A******AAA*A*AAA**A***A*AA*AAA**AAAAAA***A*AA*AAA*A*,x..x............x.x..x..x............x.x..x.x...........x..x.x.x...........x.x..x.x............x..x.,55.0,Beginner,True,lr
puzzle_86_lr,10,AA***AAAAA**A*AA****A*****AA*AAA**AAA**A*AAA*A*AAAA***A*A*****AA***AA**AAAAA**A*AA*A**AAAA**AAA*****,x.....x.....x.x............x.x.x...x.......x....x.x.....x......x....x..x...x...........x.x..x.x.....,55.0,Beginner,True,lr
puzzle_87_lr,10,*AA*A*A**AA*A*A*A*A**AAAA****AA****AAAA**AAA*A***A*A***AAA*AA*A*A*A*A*A*AAA***A*A***A*AAA**AA*A*A**A,.x..x...........x.x..x.x...........x.x.....x.....x.....x.x..x.x...........x...x.x.....x.....x......x,55.0,Beginner,True,lr
puzzle_88_90,10,***A*AAAAA*AAA**AA*A***A**AA*A***A*A*****AA**AAAAAAAAAA**AA*****A*A***A*AA**A***A*AA**AAA*AAAAA*A***,.....x..x..x.x.............x.x...x.x...........x.xx.x...........x.x...x.x.............x.x..x..x.....,55.0,Beginner,True,rot90
puzzle_89_180,10,A**AA*A***AA*A*A**A*****A*A***AAA**A**AAA*AAA**AA*A**AA***A***AA*AA***AAA*A*AAAAA*AA*A*A**AAA*A**AA*,...x..x....x......x.....x.x...x........x..x.x.....x.......x...x..x...........x.x...x.x.....x.....x..,56.0,Beginner,True,180
puzzle_90_180,10,A**AA*A****AA*A*AAA*A**AA*AAA*AA*A***AAAA*AA*A*A*A*A*A*A**A****AAA*A**A***A**AA*A***A*A**AAAA*A**AA*,x.....x.....x.....x.....x.x....x.......x...x.x.....x......x....x.x....x......x......x....x..x....x..,56.0,Beginner,True,180
puzzle_91_90,10,A****AAAA**A**AAA**A*AAAA*A*AA****AAA*AA**A**A***AA***A**A**AA*AAA****AA*A*AAAA*A**AAA**A**AAAA****A,x.......x.....x.x.....x.....x.....x.x.....x......xx......x.....x.x.....x.....x.....x.x.....x.......x,56.0,Beginner,True,rot90
puzzle_92_180,10,A*AA****A*AAAA*A*AA****A**AA*A*AAAA*A***AA**AAA*AA**A***AA**AAA*A****A*A**AA*AAAA**A*A****A*AAAA**A*,x.x............x.x.....x.....x.x....x.......x...x...x...x.......x....x.x.....x.....x.x....x.......x.,57.0,Beginner,True,180
