name,N,board_1,board_2,board_3,solution,score,tier,is_solved
puzzle_6799,12,AAAAAABBBBBCAAAAAADBDBBCAAEAADDBDBBCAAEFFFDDDBBCAAEFFFFDDBBCAAEEFFFGGHHCAAEEFFGGHHHHAAEEGGGGGHHHIIIJJGGGGKHKILLJJGGGKKKKLLLJJGJGKKKKLJJJJJJJKKKK,AAAABBCDDDDEAAAABBCDDDEEAAAABBCCDEEEAAAABFFCGEEEAAAAAFFFGGEEAAAAFFFGGGGGHAAAAFIGGGGGHHHAIIIIIGJJHHHHKKIIIIJJLLLLKKIIIIJJLLLLKKIIIIJJLLKKKKKIIIJJ,ABBBBBCCDEEEABABBBBCEEEEABABBCCCEEEEABABBFCEEEEEABAAFFFFFFEEAAAAAAFGHFHEIAJAAAGGHHHHIIJAGGGGGGKHIJJJJGGGGGKKIIJLLGGGKKKKJJJLLLLGKKKKJJLLLLLLKKKK,........x.......x.............x................x.....x........x..................x.........x....x.....................x..x.............x........,78,Beginner,True
puzzle_6820,12,AAAABBBCDDDDAAAABBBCDDDDEAABBBBCDDDDEAEBBBBDDDDDEEEFBBGDDDDDEEFFFGGGDDHHEEFFFGGGGHHHIFFFJJGGHHHHIIJJJJJKHKHHIIIJJJKKKKKHIIIIJJKKKKLLIIIIJJJKKLLL,AAAABCCCCCCCAAAABBCCCDEEAFABBBBBDDEEFFFBBFBDDDEEFFFFFFBDDDEEFFGGHBBIDDEEFFGGHHIIIEEEJFGGHHIIEEEEJJHHHHHKKEEKJJJHHHHKKKKKJJJJHHHKLKLKJJJJHHHKLLLL,AABBCDDDDDDDAABBCEDEEEEEAAACCEEEEEEEAAAFFFEEEEEEAAAFFGEEEEHEAAFFFGGGEEHHAAFFFGGGEHHHAAFIIIGGHHHHAAIIIIIIJHHHAAAIIIIJJHHJKAAAIIIJJJJJAAAAIIIJJJJL,.......x......x.............x................x...x.............x..............x...............x......x..............x...x......................x,78,Beginner,True
puzzle_1964,12,AAAAAAAABBCCAAAAAAAAACCCAAADAAEAACCCFADDDDEEAGCCFAFDDEEEGGGCFAFDDEGGGGGGFFFHDIIIGGGGFFHHHJIIIGGKLHHHHJJIIIKKLLHHJJJIIIIKLLLHHHJJJKKKLLLHJJJJKKKK,AAAAABBBBBBCAAAADDEBBCCCAADADDEEFFCCGADDDDEEFFCCGGDDHEEEFFFFGGGDHHEEFFFFGGGGHEEEIFFFGGGHHJIIIIFKGGHHHJJJIIKKGGHHJJJJJJKKLGGJJJJJKKKKGGGJJJJKKKKK,AABBACCCCCDDAABAAACCCDDDAABAAAEDDDDFAAAAAEEGDDDFAHIAAAEGGFDFAHIIAEEGGFFFHHHIIEGGGGFFHHIIIGGGGFFFJIIIKKGGGFGFJJIKKKKGGGGFJJJKKKKGGGGLJJJKKKKKGGGL,........x.....x...................x.....x.............x..............x...x.................x.......x.............x......x......................x,84,Beginner,True
puzzle_2005,12,AABBBCDDDDDDABBBBCCDDEDEAAABBCFFFEEECCABCCFFFEEECCCCCCFFFFEECCCCCCGFFFHHIICCCCGGFHHHIIICCJGGGGHKIIIJCJJGGHHKIIIJJJKGGGHKILLJKKKKGKKKILLLKKKKKKKK,AABBCCCCCCCCAABBCCCCDCCCAAABCCCDDEECAAABFFDDDEECAAAFFFDDDDECGAFFFFFHHDICGFFFFJHHHIIIGGFFJJHHHHIIGGGJJJJHKHIIGGGLJJKKKHIIGGGLJJKKKHHHGGLLLKKKKHHH,AABBBBBBBCDDAABBBBBBBCDDAAABBBBEEDDDAAABFFEEEEDDAAFFFFEEEEGGFFFHFFFEEGGGFFFHFHIEEGGGJJJHHHIIGGGGJJJHHHHHGGGGKJJJHHLLGLGGJJJJHLLLLLLGJJJJJLLLLLLG,.........x.....x.........x....................x.........x.......x..................x.......x.........x......x.................x.......x.........,84,Beginner,True
puzzle_9082,12,AAABBBCCCDDDAAABBBCCCDDDAAABBBCCEEDDAAAFBBEEEEDDGGFFBBEEEEEEGGFFFFEEEEHEGGFFFFIIEHHHGGFFFIIIHHHHGGFFIIIIIIHJGGGFKKIKIIJJGGGKKKKKIJJJGLGGKKKKIJJJ,AAABBCCDDDDDAAABBBBDDDDDAAABBBBDDDDDAAAABEBFDGDDHAAABEFFGGGGHHHEEEFFFGGGHHEEEEFFFGGIHHEEEJFFFIIIKKEEJJFFFIJIKKKJJJJFFJJLKKKJJJJJJJJLKKKKJJJJJJJL,AAABBBBBBBCCAAADDDBBBBCCAADDDDDEEBECAAAADDEEEEECFAAADEEEEEEEFFGDDGEEEHHHFFGGGGHHHHHHFFGGGGGIHHHJFKGGGGIIIIHJKKKGGGLIIHHJKKKKKLLLIHHJKKKKLLLLLHHJ,......x...............x.....x.........x.................x...x..............x.................x.........x...............x.....x.......x..........,84,Beginner,True
puzzle_3904,12,ABCCCCDDDDEEABBCDCDDDDEEABBCDDDDDDEEABBBDDDDDFEEBBBBBDDFFFEEGGBBBDHHEEEEGGBBIIHEEEJEGGGKIIHHEEJEGGKKIIHHEEJJKKKKKKHLLEEJKKKKKKLLLEEJKKKKKKLLLEJJ,AAAABCCDDDDDAAAABCDDDDDDAAEACCCDDDDDAEEAECDDDDDDEEEEEEDDDDFFGGEEEHDHFFFFGGGGIHHHHFFFGGGJIHHHHHFFGGGJIIIHHKFKGGGJJIIKHKKKGGGJJIKKKKKKGGGJJIKKKKLL,AABBBBBCDDDDAAEBBBCCDDDDAAEBBCCCCDDDAEEEFCCCDDDDEEEEFFCDDDGDHHEEFFIIGGGGHHHHFFIIIGGGHHJJFFIIIIGGHHJJFFFIIIGKJJJJJFFKKKKKJJJJJFKKKKKLJJJJJFKKKKKL,....x.......x.................x..............x....x...................x..x.................x.........x.........x................x..............x,85,Beginner,True
puzzle_9028,12,AAAAAAAAAAABACCDDAAAAAABCCCEEEEEEAABCCEEEEEEEFAACCEEEEEEFFAACGGEEEEFFFFFGGGEEEEEFFFHIGGEEEEEJJFHIIGEEKJJJHHHIIIKEKKLJHHHIIKKKKKLLHHHIIKKKKLLLHHH,AAAABBCCCDDDAAAAABCCDDDDEEAAACCCCDDDEEEACCCCCDDDEEEECCCCFFFDEEGGGCHFFFFFGGGGGGHHHFFFGGIGGHHHHHJJGGIGGIIHJJJJKGIIIIIIJJJJKGIIIILIILJJKGIIILLLLLJJ,AAAABBBBBCCCAAAAABDDDCCCEAAAADDDCCCCEAEAEDDDCFFCEEEEEDDDFFFCEEGGGDDFFFFFGGGGGGHHHFIIJGGGKHHHHHIIJJGGKKHHHIIIJJJKKKKKHIIIJJKKKKKLLLIIJJKKKKKLLLLL,.....x.........x...................x......x......x...................x....x.................x.............x.x...............x..............x....,85,Beginner,True
puzzle_2330,12,ABBBBCCCDDDDABBBBCCCCDDDAABBBBCCCCDDAABBCCCCCEDDAAABBCCFEEGDAAHBICCFFEEDAHHHICIIEEEEHHHIIIIIEEEEHHHHIIIIJEEEKKHHLIIIJJEEKKKKLILIJJEEKKKKLLLLJJEE,AAAAABBBCCCCAAAAABBBBCCCADAAABBBBCEEDDDAABFFECEEDDDAAGFFEEEEDDDDGGFFEHEEDIDGGGGFHHHHIIDDGGGGHHHHIIIGGGGJJJHJKKLLLGJJJJJJKKLLLLLJJJJJKKLLLLLJJJJJ,ABBBBBBCDDDDABBBBBBCCDDEABBBBCCCEEDEABBBCCCFFEDEABBBCCFFFEEEABGGFFFFFHEIAGGGJJFFHHHIGGGGJJJJHHIIGGGGGGGIIHIIKKGGGGIIIIIIKKKLGGIIIIIIKKKLLGGIIIII,...........x...x..............x.....x.....................x........x.............x.......x........x.................x....x..............x.......,87,Beginner,True
puzzle_4322,12,AAAAAAAAAAABAAAAAAAAACABADAEEAAACCCBADDEEEEECCCBAFFFFEECCCCCFFFFFFFGCCHHIFFFFFJGGGHHIIFFFJJJGHHHIIIFJJJJJHHHIIIIJJJKKKHHIILLLLKKKKKHILLLLLKKKKKH,AAABBBBCDDDDAAABBBBCDDDCAAAABBBCDCDCAAAEEEECCCCCAAFFECECCCCCFFFFFCCCGCCHIFFFFCCCGGHHIIFFFJCCGHHHIIIFJJKKGHHHIIIJJJJLLHHHJJIJJLLLLLHHJJJJJJLLLLHH,AABBBBBBCCCCAAABBBBBBCCCAAAADBBBEECCAFAADBDDEECCAFFFDDDGEECCFFFFFFFGGECCHFFFIFGGGGGJHHFFIFIGGJJJHHKIIIILGJJJHHKLIIILLLLJHHKLLLLLLLLJHHKLLLLLLLLJ,...........x.....x.......x..............x................x.....x................x.............x.......x.....x..................x......x.........,87,Beginner,True
puzzle_5049,12,AAAAAAABBBBBCCCAAADBBBBBCCCCEADDBBBBFFCEEDDDGBBBFFFEEDDGGGGGHFFEEEGGGGGGHHEEEEIGGGGJHHHEEIIIGGJJHHHHEIIIIJJJHHHHIIIKKJJJHHHKKKKKKJJLHHHKKKKKKJJL,AAAAAAABBCBBDDAAEFFBBCBBGDDEEFFFBCBBGGDEEFFFBCBBGGDEEFFBBBBBGHEEEFBBBBBBHHHEEEEBBBIIHHHHHEEJBBIIHHHEEEKJJIIIHHHHEEKJJIIIHHHJJJJJJJIIHHHJJJJJJLLL,AAAAAAABBBBBCCCAADBBBBBBCCCCCDDBBBBBCCCCDDDDEBBBFCCCDDDEEBEEFFCGGGEEEEEEHHCCGGGEIEEEHHCCGGIEIEEJHHCGGIIIIIJJHHCGGIIKIIJJHHCCGGKKIIJLHHCKKKKKILLL,...x.................x....x..............x......x...................x.......x........x................x...............x........x...............x,87,Beginner,True
puzzle_8321,12,AABBBBCCCDEEAABBBBCCCDEEAABBBCCCDDEEAAFBGGGCDDEEAAFFGGGGDDEEAAFFHHGGGDEEAAFHHHHGEEEEIHHHHHHHEJJEIHIHHHHKEJJJIIIIHLLKEKJJIIILLLLKKKKJIILLLLLLKKKJ,ABBBBBCCCDDDBBBBBBCCCDDDBBBBBEFCCDDDBEBEEEFCDDDDEEBEEEFFFDDDEEEEEEFFDDDGEEEHHIFFGGGGJJHHHIIIKKKGJJJHHIIKKKKKJJJJHLIIIKKKJLJLLLIIIIKKJLLLLLLIIIIK,AAABBBCCCDDDAAEBBCCCCDDDAAEEBCCCCCDDEEEEFFFCDDDDEEEEFFFFDDDDEEEEEFFFDDDDEEGGEHFFIIIJGGGGHHFFIIIJGGGGHHHKKIIIGGGGHLLKKKIIGGGGHLLLKKKKGGGLLLLLLKKK,x..............x...............x.............x........x.......x....................x....x.................x..x..................x........x......,87,Beginner,True
puzzle_332,12,AABBCCCCDEEEAABCCCCCDDDEAAAACCCDDDEEAAAACDCDDEEEAAFFDDDDDDEEAAFFFDDGGHHHAAFFFFDGGGHHAAFFFDDIIGHHAFFFFDDIIIHHJFFFFFFIIIHHJFFFKKFLLLLLJFFFKKFFLLLL,ABBBCDDDDEEEAAABCDDDDEEEAADDDDFFDEEEGAADDFFFDEEEGAGGFFFFDDEEGAGGGFFDDDHEGGGGGGFDDDHEIGGIGJJDDHHEIIIIGJJJJHHEIIIIKKJLJLHLIIIKKKKLLLLLIIKKKKKKLLLL,AAAABBBBBCCCDAABBBBEECCCDDDBBBFEECCCDGDBBFFFECCCDGDBFFFFEECCHGDBGFFEEEICHGGGGGFEEIIIHGGGGJJJJIIIHHGGGJJJJIIIHHHGKJJJJLIIHHHGKJKJJLLIHHHKKKKKJLLI,..x.............x........x.....................x......x.............x......x..................x........x....x....................x.......x......,88,Beginner,True
puzzle_4388,12,AAABBBBBCCCCAAAABBBBDCCCAAAABBBDDCCCAAAEEFFFDCCCEEEEEEFFDCCCGGEEEFFFDCHCGGGEIIFHHHHHGGIIIIJHHHHHGGIIIIJJJHHHGKIIIIJJJHLHKKKIJIJJLHLHKKKKJJJLLLLH,AAABBBBBBBCDAAAABBBBBBDDAAAEEEDBBDDDAAEEEEDDDDDDEEEEEEDFDDDGHHEEEDDFDDGGHHHEIIDFFGGGHHHIIIJFFGGGHHIIIIJJJJGGKKIIIJJJJJLGKKIIIJLJLLLGKKIIIJLLLLLL,AAABBCCCCDDDAAABBCCCEDDDAAAABCCEEEDDAAAFBCCEEEEEFFFFBBBBEEEEGGFFBBBBBBHHGFFFBBBBBHHHGGGIBIIBBHHHGGGIIIIJJJHHKGGIIJJJJLLHKGGGIJJJLLLLKGGGIJJLLLLL,..........x......x........x.................x......x...............x...............x.x..............x.............x.....x....................x..,88,Beginner,True
puzzle_2503,12,AAAAABBCCCBBAAAAADBBBBBBAAEEDDDBBBBBEEEDDDDDDBBBEEEFDDDGDGBBHHEFFDDGGGGBHHEFFGGGGGGGHHHHFFFGGGIIJHHHFFFKGIIIJJHHFFFKKKIIJJJFFFLKKKKIJJJFFLLLKKKI,AAAAABBBBBBCAAAAADBBBBCCAAAADDDBBCCCEEADDDDDFCCCEEEEGDDFFFCCEEEGGGGFFFHCEEIGIGFFFFHCJJIIIGFFFHHCIIIIIKKKFHHHIIIIIIKKKLHLIIIIKKKKKLLLIIIKKKKKLLLL,AAAAABBBCCDDAAAAAABBCCDDEEEAAAFBCDDDEEEEFFFFCDDDEGEEHFFFCCDDGGEHHHHCCCCDGGGGHHCCCCCCGGGGHHCCCCCCIGGGHHJJCKKCIGIIJJJKKKKCIIIJJJJJJKKCIIIJJJJJJLKC,.......x.......x...................x.....x........x.............x...............x....x....................x.x.................x..............x..,89,Beginner,True
puzzle_3310,12,AAAAAABBBBBCAAAAAADBBBCCAAAEEEDCCCCCAAEEEEDCCCFCAGGEEDDCCFFCGGGGGGDCFFFCGGHGHGHFFFFFGGHHHHHIFFJFGKHHHHIIIIJJGKHHLHIIIJJJGKKLLLLIIJJJGKKLLLLIIJJJ,AAAABBCCCCCDAAABBBECCCCDAAABBEEECCDDAAFBBBEECCDGFFFFFEEECGDGFFFFFEEGCGGGHFFFIIEGGGGGHFFIIIIJGGKKHHLLIIJJGKKKHLLLJJJKKKKKHHLLJJJKKKKKHHHLJJJKKKKK,AAAABCCCCCDDAAAABBECCDDDAAABBBEECDDFAABBBBEEEDDFAABBBEEEGDDFAAHBBIEGGDDFHHHHIIIGGDDDHHHIIIIJGDDDKKLLIIJJJDDDKKLLLIJJDDDDKKLLLLLDDDDDKKKKLLDDDDDD,.........x..x......................x....x.............x.......x.................x........x.............x..............x....x.........x..........,89,Beginner,True
puzzle_269,12,AAAAABBBBBBBAAAABBBCBBBBAADABECCCBFFAADAEEECCFFFAGDDEEEEFFFFGGGDDDEEEFHFGGDDDDEEHHHHGGIDDIHHHHHHJJIIIIHHKHHHJJJJIKHKKKHHJJLLLKKKKKKKLLLLLLKKKKKK,AAABBBBCCCCCAAABBBBBBCDDAAABBBBBBBDDEAABFFFBBBDDEAEFFFFBBDDDEEEFFFFBBGGDEEFFHIIBGGGGEEJFHIIGGGGGJJJJIIIIKGGGJJJJIIIKKGGGJJJLLIKKKGGGJLLLLLKKGGGG,ABCCCDDEEEEEABCCCDDEEFEGABCCDDDDEFFGABCCCFFDEFFGAAACCFFFFFFGAACCCFFFFFFGAACCCCFFFFHHIIICCJJFFFHHIIIIJJJJKHHHIIIIIJKKKKHHIIILLLLLKKKKIIILLLLLKKKK,.........x...x.................x...............x......x.....x...............x.................x......x........x.................x......x........,92,Beginner,True
puzzle_5744,12,AAAABBBBBBCCAAAAAAAAACCCAAAAAAAAADCCEEEEFFAAADDDEEEEFFFGDDDDEEEFFGGGGGGGEEEEEGGGGGGGHIIEEEGGGGGJHIIEKKGGGGGGHHIKKKKKKGGGLLLLKKKKKGGGLLLLKKKKKGGG,AAABBBBBBBCCAAAAAAABBDCCAAAAAAAABDCCEEEFFAAADDDDEEEFFFFGDDDDEEEEFFGGGDDHIEEEEFGGGGDHIJJEEEGGGHHHIJJJJJGGGHHHIIJJJKKGHHHHILJKKKKKKHHHLLLKKKKKKHHH,AAAAAABBBBCCAAAAAABBBCCCAAAAAAADDDCCEFFFFFAGDDDDEHHFFFGGGGDDEHHHHFGGDDDIEHHHHHGGGDIIEJJHHHGGGGIIEJJJKKGGGIIIEEEKKKGGGIIIELLKKGGGGGIILLLLKKGGGIII,........x.............x.......x..............x.......x.............x.......x...................x..x.........x...............x........x..........,92,Beginner,True
