name,N,board_1,board_2,board_3,solution,score,tier,is_solved
puzzle_5,13,AAABBBBBBBBBBAAAAACBCBBDBBEEEAACCCBBDDDFEEAACCCBDDDDFFEEGGGBBHHHDFFEEGGGHHHHHDFFEEEGGGGGHHDFFFEIGGGGGJDDFKFIILGLLJJJJKKIIILLLLLJJJKIIIILLMMMMMJKKIIILLLMMMMJKKKKKLMMMMMMJ,ABBBBBBCCCDDDAAABBBBCCCDDDAAABAAEECCDDDAAAAAAEEECCDDFFFFFFFFEEEDGHFFFIIJEEEEGGHHFFIIJEGEGGGHHIIIIJJGGGKGHLLIIIJJKKKKGHLLLLLJJKKMKGHLLLLLJKKKMMMHHHLLJJKKMMMMHHLLLLJKKMMMM,AAABBCCCCCDDDAABBECCCCCDDDAABBEEEEECDDDAAABBEEEEEDDFAGGBBBEDDDDFFAGGGGHHDDFFFFGGIIGHHDDFFJJGGIGGHHDFFFJKIIILLHHHFFJJKIIILLLHHHHJJKMMILLLHHMKJJKMMMMLLLMMKKKKMMMMMMMMKKKKK,.x...x.....x....x...x.x....x...x.....x....x...x.x...x....x.....x...x....x.x...x...x.......x..x...x.x........x.....x.xx.....x.x......x.x.....x........x.x...x.x.x......x..,290,Beginner,True
puzzle_50,13,AAAAAABBBCCCDABAAABBECCCCDFBBBBBEEECDDDFFFFFBEEECCDDFFFFFEEEEGGGDFFFFFEEEGGHGDFIIFJJJJGGHDDIIIFJJGGGHHDDIIIIJJJGHHDDKLIIHHHHHHDDDKLLLLHMMMMMMDKLLLLHMMMMMKKKLLLLMMMMMKKKK,AAAAABCCCCCCCAAAAABBCCCCCCADDAEBBBCBBCFDDDGEEEBBBFFFDDGGEEEEEEFFFDDDGHHHHEEEFFIDGGHHHHJEJFFIIGGHHKHJJJJFIIGGLKKHJJJJFIILLLKKHHMJMMIILKKKKKHMMMMIILLLKKKLMMMMIIILLLLLLMMMM,AABBBBBCCDDDDAABABBCCCDDDDAAAABBCCDDDDEFFAAACCCCDEEEFAAAGGCCCEEHEFFFAGGGGEEEHHIFFAJJGGGGEEHIIFJJJJGGGEHHIIIJJIJJKKKKHIIIJIIJKKKKKHIIIIILLLLLMKKILLLLLMMLMMMKLLLMMMMMMMMKK,..x.x..x.....x........x.x...x..x.x.....x........x.x....x.x.x.....x........x.x...x.x.x..............x.x.x.x.x..x..............x.x.x.x..x.x..............x.x.x.x.x.x.......,291,Beginner,True
puzzle_56,13,AAAAAAAABBBBBAAAAAAAABBBBBCCCDDAEABEBBBCCCDDDEEEEEEFCCCDDDFFFFFFFCCCCDDDFFGGFFHHHHHDDFFFGGIJHHHHDDGGGGGIJJKHHDDGGLGIIJJKKKKDGLLGIIJKKKKLLLLMGIIJJJKKKLMMMMMIJJKKKKKMMMMMI,AAAABBBBCCDDDAAAAABBCCDDDDAAABBBCCEDDDEAAFFBCCCEEDEEFFFFBCCCEEEEEFFFFBCCCEGGGEFFHHHHIIGGGGGFFHHJJIGGKKKKFHHJJJIGGKKKKLHHHJJIGKKKMMLLHJJJIIIMMMMLLLJJJIIIMMMMLLLLLLLIMMMMM,AAAAABBBBBBCCAAADDBEBBBFCCAADDEEEBBFFCCAADDEEEEBFFCCAADDEEEEGFFFCHHDDEIIGGFFCCHHDDIIIIGCCCJHHDDIIIGGCCCJHHIIIGGGGGJJJHHKILGLGGGMMJHKKLLLLMMMMMJKKKLLKLLMMJJJKKKKKKLLLLJJJ,.x.x.x...............x.x.x.x.x..x..............x.x.x..x.x.x......x.......x.x......x.x.....xx.x......x.......x..x...x.x.x......x........x.x...x..x.x.....x........x.x...x.,309,Beginner,True
puzzle_55,13,AAAAABBBCCCCCDEEAABCCCCCCCDEEAABBBBCCFFDEEAABGBBCFFFDEEAAGGGGGGGFDDEEEGGGGGGHFDDIEGGJKGHHHFDDIIIJJKHHHHFLLIIIJJKHHFFFLLIIJJJKKHFMFLLLIJJKKHHMMMLLLIIJJKHHMMMLLIIIJJHHMMMM,ABBBCCCCCCDDDAAABBCEECCCCDAAABBBEEEECDDAAFFFBEEEEEDDAFFFFBBGGEEEDFFFBBBGGGHEDDFFFIIIGGGHHDDFFIIIIGGGHHJDKLIIIIGMGHJJJKLLLIIIMMHHHJKKLLILIMMHJJJKKLLLLLMMMJJJKKKKLLLMMMJJJ,AAAAABBBBBCCCAADAAABBBBCCCADDAEBBCCCCFFADAAEEBCCCCFFDDEEEEGGCCGFFDDEEEEGGGGGFFDDHHHIIFFFFFFDHHHIIJJJFFFFHHKKKIJJLLFFMHHKKKIJJLLLMMKHKKIIIJLLMMMKHHKIIJJLLMMMKKKKIILLLLMMM,..x...x....x.x...x...x......x...x...x......x...x...xx.x.......x......x.x.x.....x........x.x...x.x.x.....x........x..x...x.x.x......x.......x.x....x.x.x......x.......x.x.,317,Beginner,True
puzzle_41,13,AAABBBCCCCCCDAAABBBBCCCEDDAABBBBBCCCEDDAABBBFBCCEEDDAABBFFFFFEEDDAABGGFHHFFEEEIAAGGGHHJJEEEIIIIIGHHJJJJJIIIIGGHHJJJJJKLLLGGHHHMMJMKLLLGGGHHHMMMKKKLLLGGGHMMMKKKKLLLGMMMMM,AAABBBBBBCCCDAABBBBBBCCDDDAAAAEBCCCDDDDFAAAEECCCCDDGFFFAEHHHHCCGGFFFFEEHHHCGGGFFEEEEEHGGGGGFFEEIIEHHHHGGFJEEIIIIKHHHGJJJJIIIKKKHLLMMJMMMKKKKLLLMMJMMMMMKLLLLMMMMMMMMKLLLL,AAAABBBBCCCCDAAAABBBCCCCDDAABBBBEEECCDDAAABBBBEECDDDAFBBBBEEEEEEDGFBFHHHHHEDDDGFFFHHIIIJJKDGFFHHIIIIJJKKGFLHHIIIIJJKKGFLHHIIIIJJJKGGLLLLMMKKKJKGGLLLMMMKMKKKGGLLLMMMMMKKK,........x.x.x.x.x.x..............x..x.x.x.x.x..............x.x..x.x.x.x..............x.x.x.x.x.x..............x.x.x..x.x.x..............x.x..x.x.x.x..............x..x.x.,337,Beginner,True
puzzle_80,13,AAAAAABBBBBBBAAAAABBCCDBEBAAAACCCCDDBEBFAFFGCCDDDEEEFFFGGGDDDDEEEFFFGGGGDDDEEEFFGGGGGHHHHEEIIIIGHHHHHJJJIIIIIHHJJJJJJIIKKIIJJLLJJJIIKKKMMMMLLJLIKKKKMMMMMLLLIKKMMMMMMLLLL,AAAAAAABBBBBBAAACAADDBBEEEFCCCGDDDBBBEEFFCCGGDDDBBEEFFCCGGGDDDEEEFHHCGGDDEEEIEFHHCJGJDDDDIIFHHHJJJJIIIIIFFFHHJJJIKKIIFFLHHJJJKKMMMFFLLHHHJKKMMMLLLLHKKKKKMMMLLLLHKKKKKMMM,AAAAAABBBBBBBAAAACCCCCCDBBEAAACCCCFDDDBEEEAAECFFFDDDEEEEEEEFFFFFDEEEEGGEFFFFDDHHGGGGGGFIDDIHHJJJKGGFIIIIHHJJKKKGFFIIIHHJJJKKKKLIIIHJJJJMKKKLLIIMMMMMMMMKLLLIMMMMMMMMKKLLL,....x.x...x..x.......x...x..x.x.x..............x.x.xx.x..x..............x.x.x..x.x.x..............x.x.x..x.x.x..............x.x.x.x.x.x..............x.x.x...x.x........x,340,Beginner,True
puzzle_67,13,AAABBBCDDDDDDAAABBBCCCCCDDEAAABBCCCCCDDEEAABBCCCCCDDEEAFBGCGGGHHHEEAFBGGGGGGHHEEFFFGGGGIHHHEEFFFFFGIIHHHEEEJJJJJIIIIIKKKJJJJJJJIIIKKKLLLLJMMMMMKKKLLLLJMMMMMKLLLLJJJJMMMM,AAAAAABBBBBCCADAAEABBBBBCCDDDEEEBBBFFCCDEEEEEBBBFFCCDEEEEEEEBFFCCDDEGGGGHHHFFFDDEGGGGHHHHFFDDIIIIGGHHHHFDJIIIGGGKKKLLDJJIIGGKKKLLLJJJJJMMMKKLLLJJJMMMMMKKLLLJJJJMMMMKKLLL,AAAAABCCCCCCCAAAAABBBCCCCCAADDDBBECCECEFDDDBBBEEEEEEFFFDDBEEDEEGGFHFFDDDDDIIGGFHFFFFIDIIIGGHHHFFIIIIGGGJKHHHHHHIIIGJJKKHLHHMMMMJJJKLLLLMMMMMJJJKLKLLLMMMMJJJKKKKLLLMMMMJJ,x........x.x....x.x.x......x.......x..x...x.x.x......x.......x.x....x.x.x......x........x.x....x.x.x......x.......x.xx...x...x......x...x...x..x...x...x......x...x....x.,341,Beginner,True
puzzle_69,13,AAAAAAAABBBBBACCAAAAABDDBBACCCEEADDDDBBCCCCCEEEDDDBFCGCCCHEEEEDDFGGCGGHHEEEEIFJGGGKHHHHEEIFJJGGKHHIIEIIFJGGGKIIIIIIIFJJJKKKILIIFFFKJJKKLLLLLLFFKKKKKLLLLMLFFKKMMMMMMMMMFF,AAAAABBBBBBBCADDDABBEBBBBCDDDAAAAEBFCCCDDAAAEEEEFCCCDDDAEEEEEFFCCDDGGEGGHHFFCCIIIGGGHHHHFCJKIIIGGHHHHFCJKIIIGGHHJFFJJKKILLLLHJJJJJKKKLLMLLJMMJJKKKLLMMMMMMJJKKKKKMMMMMMJJ,AAAAAABBBBBCCAAAAAABBBCCCCAAAAADBBBCCCCADDDDDDBBCCCCDDDEEEEFFFFFFGGGEEEEEEHFFFGGGEEEEEHHHIIGGGGJJEEHHHIIKKGGJJHHHHHIIKKLLJJJHHHHHIKLLLLJJMMMHMIKKKLLLLLMMMMIKKKLLLLLMMMMI,......x..x.x.x.x.x...............x.x.x..x.x.x...............x.x.x.x.x.x..............x.x.x..x.x.x..............x..x.xx.x.x..............x.x...xx...x.....x....x...x.x....,343,Beginner,True
puzzle_37,13,AAAAAAABBBBBCAAAAAABBBCCCCDDDDDDBBCCCCCEEDDDDDFFFCCGEDDDDFFFGFGGGEEDDFFGFGFGHHIEFFFFGGGGGGHIEEJJJJJGHHHHIEJJJJJJJJHHHIIIJJKLJJJHHHIKIKKKLMMMMMHKKKKLLLMMMMMHKKKKLLLMMMMMM,AABBCCCCCDEEEAABBCCCCDDDDEAABBBCDDDDEEEAABBCCCDDDEEEFABBBBGGGEEHHFAABBGGGHEHHIFFAJBGGGHHHIIFJJJGGGGGHHHIFFJJJJGGKKIIIFFJJJJJGKKKIILFFMMMMMMKKKILLFMMLLLMMKKKLLLLLLLLLKKKK,AAAABBBBBCDDDAAAAEBBBCCDDDAAAAEBBBCDDDDAAEEEEEBCCCCCAAEEEFEGGCCCGHIIEEFFGGGCGGHIEEEFFFFGGGGHIIIIFFJFJJGGHHIIIKJJJJJJJLHHHHKKKKKJJJLLLLHKKKKKMJJLLLLKKKMMMMMMLLLKKKKMMMMMM,.......x.x..x.x.x.x..............x.x.x..x.x.x..............x.x.x..x.x.x...............x.x.xx.x...x..........x...x.x..x.x.........x....x.x...x..x.x.....x........x.x....x.,360,Beginner,True
puzzle_1,13,AAAABBCCCDDDDAABBBBCCCDDDDABBBBBECCCCDDAAFBBEEEGCDDDAAFFFFFEGGDDHAIFFFFEEGGGHHIIFFJJKEGHHHHIIIIJKKEGGGHHIJJJJKGGGGHHLIIJJJKGGGLLLLIIIJKKMGGMLLLJJJJKMMMMMLLLJJJKKMMMMMMMM,AAAABBBBBBCCCDDAAAABBBBBCCDDDDABBBBBBECDDDAAAEBBEEECDFFEEEEEEEECCDDFFFGGHHHCCCFFFGGGGHHHHHIFFFFFGGJJKHHILLMFFFMJJKKIILMMMMMMJKKKIILMMMMJJJKKKIILLLMLJJJKKIIILLLLLLJKKKIII,AABCCDDEEEEFFABBCCCDDDEEFFABBBCCDDDEEFFABBCCCCDDEFFFABBBGGCDEEEFFAABGGGDDDEFFFAAHHHGGGIIIIFHHHHGGGGIIIIFHHHHHGGGJIIKKLLLLJJJJJIJJKLLLLLLJMJJJKKMMMMLLLMMJJKKMMMMMMMMKKKKK,..x.....x.x......x.x.....xx.x.....x........x.x....x.x.x......x........x.x...x..x.x.....x........x.x...x.x..x.....x........x.x....x.x.x......x........x.x...x.x..x.....x..,363,Beginner,True
puzzle_44,13,AAAAABBBBCCCCAAABBBBBBCCCCAAAABBBBDCCCCAAEAAFFDDDGGCEEEHFFFDDDGGGEEEHFFFDFDFGGEEEHHIFFFFFGGEEEHHIIIIFGGGHHHHHIIIIJJGGKKHHIILLJJJGGKKKKKILJJJJMMKKKLLLLJMMMMMKKKLLLLJMMMMM,AAAABBBBBCCCCAAAABBBBCCDCCAAEAEEEBCCDDCAAEEEEEFCGDDDAHHFEFFFCGDDDHHFFFFFFGGDDIHHHFFFGGGGDDIHHHHFGGJJGDIIHHHKKKJJIGDIIHHKKKKJJIIIIIKKKKLLLJJMMMMLLKKLLLJMMMMMLLLLLLJJMMMMM,AAAAAAABBBBBCADDDABBBBCCCCEDDDAAAAACCFCEDDDGGGACCCFCEDDDGGGCCCFFCEEDDDGFFFFFFHEEEEEFFIIFHHHEEJJEJFIKKKHHEEJJJJLIIKKHHMMJJJLLIIKKHHMMMMJLLIIKKHHMMMLLLIIIKKHHMMLLLLIIIKKKK,x.......x.x....x.x.x..............x.x.x..x.x.x......x........x.x....x.x.x......x.......x..x...x.x.x......x........x.x....x.x.x....x.x........x......x.x.x....x.x.......x.,364,Beginner,True
puzzle_66,13,AAAAAABBBBBCCAAAABABBBBBCCAAABBBBBDEECCFFFFBBDDDDECCGFFFDDDEDEECCGGGFFDEEEEHCCGGGGFDDHHHHHHGGGIFJDHHHHHHKKIIFJJJJJJJJKKIIFFFLJJJJJKIIIIFFLLMMJMKIIIIILLLMMJMKKKKIILLLLMMM,AAABBBBBBBCCDEAAAAABBBBCCDEAEAAAABBCCDDEEEEEAAACCCDDEEFEEAAGGGGDDFFFFFFFGGGGDDFFFFFFHGGGGDDHHHHHHHIIGJJJHHKKKLLIIIJJJHHKLLLLIIJJJJKKKLLLMMMJJJJKLKLLLMMMMMJJKLLLLMMMMMMMJ,AAABBBBBBCCCCAABBDBEEBBBCCAABDDDEEBECCCAAADDDEEEECCCAADDDDDFEGGGGAAAHDDFFFGGGIAHHHFFFJGGGIIKHHHFFJJGLIIIKHMHHFJJGLLLIKHMMMFFJLLLLIKKMMMFMJJLLIIKKKMMMMJJIIIIKKKKMMMJJIIII,....x...x..x.x.x...x..........x.....x.x.x....x.x.......x......x.x.x...x.x........x.....x.x..x...x.x........x.....x.x.x....x.x.......x......x..xx...x.x........x.....x.x..,367,Beginner,True
puzzle_53,13,AAAAABBBBBBBCDDDAAAABBBBCCDDDEEAABBBCCCDDEEAAAFBGCCCDEEAAAFFFGGGCHEEEEFFFGGGGGHEIEFFFFGGGGGHHIJJKKKGKKKKHHIJJJKKKKKKKHHIJJLLKLLMMMHHIIJLLLLLMMMHIIIJLLLLLMMMHHHIILLLLLLLL,AAAAAAAABCCCCAAAABBBBBBBCCAAADBDEEBBBCCAFFDDDEGGGBCCAFFFFDEEGGGCGFFFFFDEEEEGGGHFFHFDDIIEGIGHHFHFDIIIIIIGHHHHJJJJIKIGGLHHHMJJJIKKKGLLHHMJJJIKKKGLLLMMJJJIMKGGLLLMMMMMMMKKG,AAABBBBBBCCCCAAABBBDDBCCCCAAAABDDBBCECCFFAADDDDBCEEEFFFFDDDDBCEEEFFFFDDDDDGEEEHHFFIIIGDGJJEHHHHIIIGGGGJJKKHHILLGGJJJJKKKHILLGLJJJJKKKHILLLLLMJJKKHHILLMMLMMMKKHHIILLMMMMM,......x...x.xx.x.x..............x.x.x...x.x........x.....x.x.x....x.x.......x......x.x.x....x.x.......x......x.x.x...x.x........x.....x.x.x......x.......x.xx...x...x....,367,Beginner,True
