name,N,board_1,solution,score,tier,is_solved,symmetry
puzzle_12_180,8,**A********AA**A*AA*A**AAAAAA*A*A*A******AA*A**A*AA**AAAAAAAA*AA,..x.........x....x............x.x..............x.....x.....x....,15.0,Beginner,True,180
puzzle_13_lr,8,AAAA*AAA*A****A***A*A****AAAAA*AA*****A*AA*A*AAAA*AAAA*A****A***,.x............x...x..........x..x..........x...........x....x...,15.0,Beginner,True,lr
puzzle_14_180,8,*AAAAAAA**AAA*AA*A**A**AAAA***AA**AAA****AA*AA*A**A***AA*******A,.x............x.....x...x..........x.........x....x............x,15.0,Beginner,True,180
puzzle_15_lr,8,A**A*AA*A*A*A*A****A*AAA**AA**AAAA*A*A**A*AA**A**AAA***AA*AA**A*,x...........x..........x..x..........x.....x.....x............x.,14.0,Beginner,True,lr
puzzle_16_90,8,AA*AA*A**A**A***AAAAA*AA***A**A**A**A***AA*AAAAA***A**A**A*AA*AA,x...........x.....x...........x..x...........x.....x...........x,14.0,Beginner,True,rot90
puzzle_17_90,8,A*******AAAA*A*AA*AA***AAAA*A**AA**A*AAAA***AA*AA*A*AAAA*******A,x............x.....x.....x............x.....x.....x............x,14.0,Beginner,True,rot90
puzzle_18_lr,8,*AAA***AAAA*A****A*A*A*A*A**AA*AA*AA**A**A**AA*AAAA*A****AA*A**A,...x....x............x...x............x.....x.....x............x,15.0,Beginner,True,lr
puzzle_19_180,8,*AA*AAA*******A*****AAAAAA*AAAAA*****A******AAAAA*AAAAAAA***A**A,..x...........x.....x....x...........x.........x...x....x.......,15.0,Beginner,True,180
puzzle_20_90,8,A*AA*AA**AA*AA*A*****A**A*A*AAA**AAA*A*A**A*****A*AA*AA**AA*AA*A,...x.....x...........x..x..............x..x...........x.....x...,14.0,Beginner,True,rot90
puzzle_21_180,8,AA*AAA*A****A****A***AA*A****A*A*A*AAAA*A**AAA*AAAA*AAAA*A***A**,.x..........x.........x.x..........x...........x..x..........x..,15.0,Beginner,True,180
puzzle_22_180,8,A**A*AA*A*****A**AAAAAA*******AA**AAAAAAA******AA*AAAAA*A**A*AA*,...x..........x..x.............x....x...x.........x..........x..,15.0,Beginner,True,180
puzzle_23_180,8,A*A*AA**A***A*AA*AAAAAAA****AAAA****AAAA*******A**A*AAA*AA**A*A*,..x.....x..........x..........x.....x..........x.....x...x......,15.0,Beginner,True,180
puzzle_24_90,8,****A**AAAAAAA*AA*A*A**A***A*A*AA*A*A***A**A*A*AA*AAAAAAA**A****,....x....x.............x.....x....x.....x.............x....x....,14.0,Beginner,True,rot90
puzzle_25_180,8,**A*AAAA****AA*AA*AAAAAA*A**AA**AA**AA*A******A**A**AAAA****A*AA,..x............x...x.........x..x.............x..x..........x...,15.0,Beginner,True,180
puzzle_26_180,8,AAAA*A**A*A*AAAAAAAAAAA*A**A****AAAA*AA*A***********A*A*AA*A****,..x............x.....x.....x..........x.x...........x....x......,15.0,Beginner,True,180
puzzle_27_lr,8,AAAA****AA*A*A**AAA*A***AA*A*A**A*A*A*A*AA*A*A**AA*A*A***A**AA*A,..x.....x...........x....x............x....x.........x.........x,15.0,Beginner,True,lr
puzzle_28_lr,8,*AA*A**A*A**AA*A**A*A*AA*A**AA*AA*AA**A***AA**AA*A**AA*A*AA*A**A,.......x.x............x.....x...x..........x.........x....x.....,15.0,Beginner,True,lr
puzzle_29_90,8,AA*A*AA*******A**AAAA*AAAA*A**A**A**A*AAAA*AAAA**A*******AA*A*AA,...x..........x...x.....x..............x.....x...x..........x...,14.0,Beginner,True,rot90
puzzle_30_90,8,AAAA**A**A******AA**AAA*AA*A*AA**AA*A*AA*AAA**AA******A**A**AAAA,...x.....x...........x..x..............x..x...........x.....x...,14.0,Beginner,True,rot90
puzzle_31_90,8,****A*AA***A**AAAAAAA*AA*A*A***AA***A*A*AA*AAAAAAA**A***AA*A****,....x.........x...x............xx............x...x.........x....,14.0,Beginner,True,rot90
puzzle_32_90,8,AAAAAAA**AA*AA******AA*****A*AA**AA*A*****AA******AA*AA**AAAAAAA,x.........x.........x.........x..x.........x.........x.........x,14.0,Beginner,True,rot90
puzzle_33_90,8,A***A***AA**A**AAA*AAAAA***A**AAAA**A***AAAAA*AAA**A**AA***A***A,....x....x...........x.........xx.........x...........x....x....,15.0,Beginner,True,rot90
puzzle_34_180,8,AAAAAAA*AAA*AA**AA*AAA***AAAA***AAA****AAA***A**AA**A***A*******,......x...x..........x.....x...........x.x..........x...x.......,15.0,Beginner,True,180
puzzle_35_180,8,**A**AA***A******A**A*A******AA*A**AAAAAA*A*AA*AAAAAA*AAA**AA*AA,.....x....x.........x.........x.x..............x.x.........x....,15.0,Beginner,True,180
puzzle_36_180,8,A*A***AAA*A*A*A*A***A***A*******AAAAAAA*AAA*AAA*A*A*A*A***AAA*A*,.......x..x.........x...x............x...x............x....x....,15.0,Beginner,True,180
puzzle_37_180,8,**A*****A*AA**A****AA*A***A**A**AA*AA*AAA*A**AAAA*AA**A*AAAAA*AA,..x...........x....x.........x...x.............xx...........x...,15.0,Beginner,True,180
puzzle_38_90,8,A***A***AAAAAA*AA**AAA*A****A**AA**A****A*AAA**AA*AAAAAA***A***A,....x....x...........x.........xx.........x...........x....x....,14.0,Beginner,True,rot90
puzzle_39_lr,8,A**A*AA*AA*A*A****A*A*AA***A*AAA*A**AA*AA**A*AA*****AAAA***A*AAA,...x....x.........x..........x...x............x.....x..........x,15.0,Beginner,True,lr
puzzle_40_lr,8,*AAA***AAAA*A***A**A*AA**AA*A**AAAAA****AAA*A***AAA*A****A*A*A*A,.......x....x.........x..x.........x....x.........x..........x..,15.0,Beginner,True,lr
puzzle_41_180,8,*AAA*A*A*AA*A**A****A****AAA****AAAA***AAAA*AAAA*AA*A**A*A*A***A,.....x.........x....x.....x.....x.............x..x.........x....,15.0,Beginner,True,180
puzzle_42_90,8,A*A*AAA***A**AAA*****A***AA*AAAAAAAA*AA***A*****AAA**A***AAA*A*A,....x..........x.....x...x............x...x.....x..........x....,14.0,Beginner,True,rot90
puzzle_43_90,8,*A**A**AAA*AA***AAAAA*AA***A***AA***A***AA*AAAAA***AA*AAA**A**A*,.x..........x.....x............xx............x.....x..........x.,14.0,Beginner,True,rot90
puzzle_44_180,8,A**A**A*AAAAAAA**AAAAA****AA*AA*A**A**AAAA*****AA*******A*AA*AA*,......x.....x....x...........x.....x...........xx.........x.....,15.0,Beginner,True,180
puzzle_45_180,8,***A*AAAA*AA**AAA*AAA*AAA*A**A*A*A*AA*A***A***A***AA**A****A*AAA,...x....x...........x..........x.x............x...x..........x..,15.0,Beginner,True,180
puzzle_46_180,8,***A*A**A*AAA*A*AAAAAA*AAA**AAA*A***AA***A******A*A***A*AA*A*AAA,.....x....x............xx...........x....x............x....x....,15.0,Beginner,True,180
puzzle_47_90,8,AAAA*A**AAA**A****A*****AAAA*AA**AA*AAAA*****A****A**AAA**A*AAAA,...x....x.........x...........x..x...........x.........x....x...,14.0,Beginner,True,rot90
puzzle_48_lr,8,AA**AA**AA**AA******AAAA*A**AA*A*A**AA*A*AA*A**AAAA*A*****AA**AA,.....x...x............x.....x..........x..x.....x..........x....,15.0,Beginner,True,lr
puzzle_49_180,8,A**AA*AAA*AAAAA***AA****A**A**AA**AA*AA*AAAA**AAA*****A***A**AA*,....x...x..........x...........x.....x...x............x...x.....,15.0,Beginner,True,180
puzzle_50_lr,8,A**A*AA*A*A*A*A**A**AA*AA***AAA*A**A*AA*A*AA**A*A**A*AA***A*A*AA,...x..........x..x..........x...x.........x..........x.........x,15.0,Beginner,True,lr
puzzle_51_180,8,***A******AA**A*A**A*AA*AA**A*A*A*A*AA**A**A*AA*A*AA**AAAAAA*AAA,...x..........x.x...........x.....x..........x.........x.x......,15.0,Beginner,True,180
puzzle_52_180,8,A*A*A***A**AAAAAAAA*AAAA****A*AA**A*AAAA****A********AA*AAA*A*A*,x..........x.........x.........x..x.........x.........x..x......,15.0,Beginner,True,180
puzzle_53_180,8,**AAAAA**AA*AAA*****A*****A*AA*A*A**A*AAAAA*AAAAA***A**AA*****AA,...x.....x..........x.....x............x.....x..x.............x.,15.0,Beginner,True,180
puzzle_54_180,8,AAAAAAA*A*A**A*A**A***A*A*AA**A*A*AA**A*A*AAA*AA*A*AA*A*A*******,.x...........x....x...........x....x...........x....x...x.......,15.0,Beginner,True,180
puzzle_55_90,8,AA**A***AA**A***AA*AAAAA****A*AAAA*A****AAAAA*AA***A**AA***A**AA,....x....x...........x.........xx.........x...........x....x....,14.0,Beginner,True,rot90
puzzle_56_180,8,*AAAAAA*A*A***AA*AA*AA**AAAAAAA*A*******AA**A**A**AAA*A*A******A,...x..........x..x...........x..x...........x.....x............x,15.0,Beginner,True,180
puzzle_57_90,8,A*A*A***AAAAAA*AA****A****AA*A*AA*A*AA****A****AA*AAAAAA***A*A*A,....x....x...........x.........xx.........x...........x....x....,15.0,Beginner,True,rot90
puzzle_58_lr,8,A**A*A*AAA*A*AA*AAA*AAAAAA*A**AA**A*AA*****A******A*A**A*AA*A*A*,x.............x.....x....x...........x.....x...........x..x.....,15.0,Beginner,True,lr
puzzle_59_90,8,A*******AAA*AA*AA*A****AA*A*AAAAAAAA*A*AA****A*AA*AA*AAA*******A,x...........x.....x...........x..x...........x.....x...........x,15.0,Beginner,True,rot90
puzzle_60_90,8,A***A***A*AAAAAAA***AA*A***A*A*AA*A*A***A*AA***AAAAAAA*A***A***A,....x.........x.x............x....x............x.x.........x....,15.0,Beginner,True,rot90
puzzle_61_90,8,A**A****AAAAAA*AA*AA***AA*AA********AA*AA***AA*AA*AAAAAA****A**A,...x.....x.............x..x..........x..x.............x.....x...,15.0,Beginner,True,rot90
puzzle_62_90,8,A*AA*A**AAA*AA*A*****A**A*AA*AA**AA*AA*A**A*****A*AA*AAA**A*AA*A,...x.....x...........x..x..............x..x...........x.....x...,15.0,Beginner,True,rot90
puzzle_63_180,8,*AA*AAAAAA**AAA**A**A**A*AAAAAAA*******A*AA*AA*AA***AA******A**A,..x...........x..x.........x...........x.....x..x...........x...,19.0,Beginner,True,180
puzzle_64_90,8,*AA*AAAA**A**AA***A******AAA*AAAAAA*AAA******A***AA**A**AAAA*AA*,....x.........x...x............xx............x...x.........x....,15.0,Beginner,True,rot90
puzzle_65_90,8,A**A****A*AAAAAAA*AAA**AA**A********A**AA**AAA*AAAAAAA*A****A**A,...x..........x...x.....x..............x.....x...x..........x...,15.0,Beginner,True,rot90
puzzle_66_90,8,****A*AA******AAAA*AAAAA*A*A**AAAA**A*A*AAAAA*AAAA******AA*A****,....x..........x.....x...x............x...x.....x..........x....,15.0,Beginner,True,rot90
puzzle_67_90,8,**AA*A*AA*AAAAAA**A*****A*A*AA****AA*A*A*****A**AAAAAA*AA*A*AA**,...x..........x...x.....x..............x.....x...x..........x...,15.0,Beginner,True,rot90
puzzle_68_90,8,AAA*AAA**A***A*******AA**AA*AAAAAAAA*AA**AA*******A***A**AAA*AAA,....x....x...........x.........xx.........x...........x....x....,18.0,Beginner,True,rot90
puzzle_69_90,8,**AA*A*AAAAAAA*A*****A**A*A*AA****AA*A*A**A*****A*AAAAAAA*A*AA**,...x.....x...........x..x..............x..x...........x.....x...,15.0,Beginner,True,rot90
puzzle_70_90,8,A*A*AAA**AA**A*A**A******AAA*AAAAAA*AAA******A**A*A**AA**AAA*A*A,....x..........x..x...........x..x...........x..x..........x....,15.0,Beginner,True,rot90
puzzle_71_90,8,AAAA*AA**A*******A***AA*AAAA*AA**AA*AAAA*AA***A*******A**AA*AAAA,...x.....x...........x..x..............x..x...........x.....x...,15.0,Beginner,True,rot90
puzzle_72_90,8,A*A*A***AAAAAA*AA***AA*****A*A*AA*A*A*****AA***AA*AAAAAA***A*A*A,....x....x...........x.........xx.........x...........x....x....,15.0,Beginner,True,rot90
puzzle_73_90,8,*AAAAAAA*AA*AA****A*******A*AAA**AAA*A*******A****AA*AA*AAAAAAA*,.......x....x.....x...........x..x...........x.....x....x.......,15.0,Beginner,True,rot90
puzzle_74_90,8,*A*A**AA******A*AA*A*AAAAAAA**A**A**AAAAAAA*A*AA*A******AA**A*A*,...x..........x.x.........x..........x.........x.x..........x...,15.0,Beginner,True,rot90
puzzle_75_90,8,*A**A*AA******A*AAAAA*AA*A*A**AAAA**A*A*AA*AAAAA*A******AA*A**A*,....x.........x...x............xx............x...x.........x....,15.0,Beginner,True,rot90
puzzle_76_180,8,A*******AA*AAAA*AAAAAA***AAA*A**AA*A***AAA******A****A**AAAAAAA*,x.............x.....x.....x............x.x...........x.....x....,15.0,Beginner,True,180
puzzle_77_90,8,AAA*AA**A*AAAAA******A****AA*A*AA*A*AA****A******AAAAA*A**AA*AAA,.x.........x.........x.........xx.........x.........x.........x.,15.0,Beginner,True,rot90
puzzle_78_90,8,AAAAAAA**AA*AA****A*******AA*AA**AA*AA*******A****AA*AA**AAAAAAA,x...........x.....x...........x..x...........x.....x...........x,15.0,Beginner,True,rot90
puzzle_79_90,8,A***A***A*AAAAAAA***AA*A****AA*AA*AA****A*AA***AAAAAAA*A***A***A,....x.........x.x............x....x............x.x.........x....,15.0,Beginner,True,rot90
puzzle_80_lr,8,AAAAAA*A***AAAA*AAA*AAAA*A******A*AAAAAA***A****AAA****A******A*,..x.........x..........x.x...........x.....x....x.............x.,19.0,Beginner,True,lr
puzzle_81_90,8,*A*A***AAA*AA***AAAAA*AAA***A******A***AAA*AAAAA***AA*AAA***A*A*,.x..........x.....x.....x..............x.....x.....x..........x.,15.0,Beginner,True,rot90
puzzle_82_90,8,A*A*AA**A*AAAAAA****AA*****A*A*AA*A*A*****AA****AAAAAA*A**AA*A*A,..x...........x.....x..........xx..........x.....x...........x..,14.0,Beginner,True,rot90
puzzle_83_180,8,*A***AAA*A**AAA**AA*AA*A*******A*AAAAAAA*A**A**AA***AA*A***AAA*A,......x..x...........x.........x..x.........x...x..........x....,19.0,Beginner,True,180
puzzle_84_180,8,**A*****AA*A****A*****A**AAA**A*A*AA***AA*AAAAA*AAAA*A**AAAAA*AA,..x.....x.............x....x...........x.....x...x..........x...,19.0,Beginner,True,180
puzzle_85_90,8,*A**AAAA******A**AA***AA*AA*AAAAAAAA*AA*AA***AA**A******AAAA**A*,....x.........x...x............xx............x...x.........x....,15.0,Beginner,True,rot90
puzzle_86_90,8,AAAA*AA**AA**A*******A**AAAA*AA**AA*AAAA**A*******A**AA**AA*AAAA,...x.....x...........x..x..............x..x...........x.....x...,15.0,Beginner,True,rot90
puzzle_87_90,8,*A**A*AA******A*AAAAA*AA*A**A*AAAA*A**A*AA*AAAAA*A******AA*A**A*,....x.........x...x............xx............x...x.........x....,15.0,Beginner,True,rot90
puzzle_88_90,8,*A**A*AA*A******AAAA**AA*AA*A*AAAA*A*AA*AA**AAAA******A*AA*A**A*,....x....x.............x..x..........x..x.............x....x....,15.0,Beginner,True,rot90
puzzle_89_90,8,****A**AA**A**AAAAAAA*AA*A**A**AA**A**A*AA*AAAAAAA**A**AA**A****,....x.........x...x............xx............x...x.........x....,15.0,Beginner,True,rot90
puzzle_90_lr,8,*******A***A*AAA**A*****AAAA*AA*****A**AAA*AAAAAAAA*A***AAAAAAA*,.......x.....x....x.....x...........x.........x..x.........x....,19.0,Beginner,True,lr
puzzle_91_90,8,*AAAAAAA***A**A**AAA**A**AAA********AAA**A**AAA**A**A***AAAAAAA*,.......x...x..........x...x..........x...x..........x...x.......,15.0,Beginner,True,rot90
puzzle_92_90,8,****A**AA*AAAAAAA*AAA**A***A***AA***A***A**AAA*AAAAAAA*AA**A****,....x.........x...x............xx............x...x.........x....,15.0,Beginner,True,rot90
puzzle_93_180,8,A*A*AAA**A*AAAAAA*A*A**AAA**A*A*A*A*AA***AA*A*A******A*AA***A*A*,......x....x...........x.x..........x.....x..........x..x.......,19.0,Beginner,True,180
puzzle_94_90,8,A*******AA**A**AAA**AAAAA***AAAAAAAA***AAAAA**AAA**A**AA*******A,x...........x....x...........x....x...........x....x...........x,15.0,Beginner,True,rot90
puzzle_95_lr,8,A**A*AA*A*AA**A**A*A*A*AA*AA**A****A*AAAA**A*AA***AA**AA*AA*A**A,x.............x..x.........x...........x.....x....x.........x...,15.0,Beginner,True,lr
puzzle_96_180,8,AAAAA***AAAAAAA*A*AAA***A***A**A*AA*AAA*AAA***A*A*******AAA*****,.x...........x.....x...........x....x.........x.x.........x.....,15.0,Beginner,True,180
puzzle_97_180,8,A****A**AA*A*AA*AA*A*A*AA*AAAAA*A*****A**A*A*A**A**A*A**AA*AAAA*,.....x...x.............x..x...........x....x....x...........x...,15.0,Beginner,True,180
puzzle_98_90,8,****A**AA*AAAAAAA***AA*A***A*A*AA*A*A***A*AA***AAAAAAA*AA**A****,....x.........x.x............x....x............x.x.........x....,15.0,Beginner,True,rot90
puzzle_99_180,8,****A*****AA**AA*******A***AA**A*AA**AAA*AAAAAAA**AA**AAAAA*AAAA,....x.....x............x...x.........x...x............x.x.......,15.0,Beginner,True,180
puzzle_100_lr,8,***A*AAAA**A*AA*A*A*A*A****A*AAA*A*A*A*AAAAA****A**A*AA*AA*A*A**,...x....x...........x..........x.....x....x...........x..x......,19.0,Beginner,True,lr
puzzle_101_90,8,**A**A*AA*A*AAAA**A*****A*A*AAAAAAAA*A*A*****A**AAAA*A*AA*A**A**,.......x....x.....x...........x..x...........x.....x....x.......,15.0,Beginner,True,rot90
puzzle_102_180,8,A*AAAAA*A*AAAAAA*AA*A***A***AA**AA**AAA*AAA*A**A******A*A*****A*,...x...........x..x..........x...x..........x.........x.x.......,19.0,Beginner,True,180
puzzle_103_180,8,A*******AAA*AAAA**AA**AA*AA*A***AAA*A**A**AA**AA****A***AAAAAAA*,x............x.....x.....x.............x..x.........x.........x.,15.0,Beginner,True,180
puzzle_104_90,8,*AA*AA*AA*AAAAA******A****AA*A*AA*A*AA****A******AAAAA*AA*AA*AA*,.x.........x.........x.........xx.........x.........x.........x.,15.0,Beginner,True,rot90
puzzle_105_90,8,*A*AA*AA*A**A***AAAAA*AA***A**A**A**A***AA*AAAAA***A**A*AA*AA*A*,.......x....x.....x...........x..x...........x.....x....x.......,15.0,Beginner,True,rot90
puzzle_106_90,8,AA*A*AA*******A**AA***AAAAAA*AA**AA*AAAAAA***AA**A*******AA*A*AA,...x..........x...x.....x..............x.....x...x..........x...,15.0,Beginner,True,rot90
puzzle_107_90,8,****AA*AA*AAAAAA**A*A**A****AA*AA*AA****A**A*A**AAAAAA*AA*AA****,....x.........x...x............xx............x...x.........x....,15.0,Beginner,True,rot90
puzzle_108_90,8,*A**A*AA*A******AAAA**AA*AAA**AAAA**AAA*AA**AAAA******A*AA*A**A*,....x....x.............x..x..........x..x.............x....x....,15.0,Beginner,True,rot90
puzzle_109_90,8,AAAAAAA**AAA*****AA******AAA*A****A*AAA******AA*****AAA**AAAAAAA,x..........x.....x...........x....x...........x.....x..........x,18.0,Beginner,True,rot90
puzzle_110_180,8,A**A**AAA*AA*AAAAAAAAAA**AAA*AAA***A***AA**********A**A***AA*AA*,......x...x.........x....x.............xx..........x.........x..,15.0,Beginner,True,180
puzzle_111_180,8,*AA*A*AAA*AAAAAA*A**AAAAA*AAAA*A*A****A*****AA*A******A***A*A**A,.......xx............x.....x.....x..........x.........x...x.....,15.0,Beginner,True,180
puzzle_112_90,8,*A*A***AAA******AAAAA*AAAA**A*A**A*A**AAAA*AAAAA******AAA***A*A*,...x....x.........x...........x..x...........x.........x....x...,15.0,Beginner,True,rot90
puzzle_113_180,8,*AAAAAAA*A***A*AA**AAAAA*AAA***A*AAA***A*****AA**A*AAA*A*******A,..x..........x..x..........x.....x............x.....x..........x,19.0,Beginner,True,180
puzzle_114_90,8,*AAA*AAA**AA*AA***A*****AAAA*A****A*AAAA*****A***AA*AA**AAA*AAA*,...x..........x...x.....x..............x.....x...x..........x...,15.0,Beginner,True,rot90
puzzle_115_90,8,*A**A*AA*A******AA*AAAAA*A**A*AAAA*A**A*AAAAA*AA******A*AA*A**A*,....x....x...........x.........xx.........x...........x....x....,15.0,Beginner,True,rot90
puzzle_116_90,8,AAA*AAA**AA**A*******A***AAA*AAAAAA*AAA***A*******A**AA**AAA*AAA,....x....x...........x.........xx.........x...........x....x....,15.0,Beginner,True,rot90
puzzle_117_90,8,*******AA**A**AAAA*AAAAAAA*A***AA***A*AAAAAAA*AAAA**A**AA*******,.......x...x.........x...x............x...x.........x...x.......,15.0,Beginner,True,rot90
puzzle_118_lr,8,A*****A*******A*A***AA*A***A*AAAAAA*A****AAA**A*AAAAAA*A*AAAAA*A,x.............x.....x..........x.x.........x.........x....x.....,19.0,Beginner,True,lr
puzzle_119_90,8,AA*A**A**A******AAAA**AAAAA*A*A**A*A*AAAAA**AAAA******A**A**A*AA,...x.....x.............x..x..........x..x.............x.....x...,15.0,Beginner,True,rot90
puzzle_120_90,8,A*A**A**A*AA*AAA*****A**AAAA*A*AA*A*AAAA**A*****AAA*AA*A**A**A*A,x..........x.........x...x............x...x.........x..........x,15.0,Beginner,True,rot90
puzzle_121_90,8,AA*AA*A**A*A****AA*AAAAA*A**A******A**A*AAAAA*AA****A*A**A*AA*AA,x..........x.........x...x............x...x.........x..........x,15.0,Beginner,True,rot90
puzzle_122_180,8,**AA*AAA*****A*AA*AAAAAA*A*A*A*A*A*A*A*A******A**A*AAAAA***A**AA,..x..........x..x..........x.....x............x.....x..........x,15.0,Beginner,True,180
puzzle_123_90,8,*******AA***A*AAAAAAA*AAA**A**AAAA**A**AAA*AAAAAAA*A***AA*******,.......x....x.....x...........x..x...........x.....x....x.......,15.0,Beginner,True,rot90
puzzle_124_90,8,A**A****A**A**AAAAAAA*AAAA*A********A*AAAA*AAAAAAA**A**A****A**A,...x..........x...x.....x..............x.....x...x..........x...,15.0,Beginner,True,rot90
puzzle_125_lr,8,*A*A*A*AAAAAA**A*A*AA***A*AAAAAA*A******A*A**AAA*****AA*A*A*A*A*,...x....x...........x.........x..x.............x.....x....x.....,19.0,Beginner,True,lr
puzzle_126_180,8,AA*AAAAAAA**AA*AA**AAAA***A**A*A*A*AA*AAA****AA**A**AA*******A**,...x...........xx.........x.........x.........x..x...........x..,15.0,Beginner,True,180
puzzle_127_90,8,AAAAAAA**A*A*****A*AAAA**A*A********A*A**AAAA*A*****A*A**AAAAAAA,x..........x.........x...x............x...x.........x..........x,15.0,Beginner,True,rot90
puzzle_128_180,8,******AA***A**A*A*A*AAAAAA**A*AA**A*AA******A*A*A*AA*AAA**AAAAAA,.......x...x.........x...x..........x.........x.x.........x.....,19.0,Beginner,True,180
puzzle_129_90,8,*AAAAAAA**A*AAA***A*******A*AAA**AAA*A*******A***AAA*A**AAAAAAA*,.......x....x.....x...........x..x...........x.....x....x.......,15.0,Beginner,True,rot90
puzzle_130_90,8,*AAAAAAA*AAA*****AAAA****A*A********A*A****AAAA*****AAA*AAAAAAA*,.......x..x.........x....x............x....x.........x..x.......,18.0,Beginner,True,rot90
puzzle_131_180,8,*AA*A*AAA**A*AAA**A****A*AA***AA**AAA**A*AAAA*AA***A*AA***A*A**A,....x...x.........x...........x....x.....x...........x.........x,19.0,Beginner,True,180
puzzle_132_90,8,*A*A***AA*****A*AA*AAAAAAA*A**A**A**A*AAAAAAA*AA*A*****AA***A*A*,...x....x............x...x............x...x............x....x...,15.0,Beginner,True,rot90
puzzle_133_180,8,*A*******A*A*AA*AAAA*AAA*AAA*AAA***A***A***A****A**A*A*AAAAAAA*A,.x............x...x..........x.........x...x....x...........x...,19.0,Beginner,True,180
puzzle_134_90,8,*AAAAAAA***A**A**AA*A*A**A**AA****AA**A**A*A*AA**A**A***AAAAAAA*,.......x...x.....x...........x....x...........x.....x...x.......,15.0,Beginner,True,rot90
puzzle_135_90,8,A***A***AAAAAA*AA**AAA*A***A***AA***A***A*AAA**AA*AAAAAA***A***A,....x....x...........x.........xx.........x...........x....x....,15.0,Beginner,True,rot90
puzzle_136_90,8,A*AA*AA***AA*AAA**A*****AAAA*A****A*AAAA*****A**AAA*AA***AA*AA*A,...x..........x...x.....x..............x.....x...x..........x...,15.0,Beginner,True,rot90
puzzle_137_90,8,**AA*A*AA*AA*AAA**A*****AAA*AA****AA*AAA*****A**AAA*AA*AA*A*AA**,...x..........x...x.....x..............x.....x...x..........x...,15.0,Beginner,True,rot90
puzzle_138_90,8,A*******AA*A***AAAAA**AAAAAA***AA***AAAAAA**AAAAA***A*AA*******A,x..........x..........x...x..........x...x..........x..........x,15.0,Beginner,True,rot90
puzzle_139_180,8,A**AA*AA***A***A**AAA*AAA***AAAA****AAA***A***AA*AAA*AAA**A**AA*,...x...........x..x.....x...........x.........x..x...........x..,15.0,Beginner,True,180
puzzle_140_90,8,A*AA*A**A*AA*AAA**A*****AAAA*A****A*AAAA*****A**AAA*AA*A**A*AA*A,...x..........x...x.....x..............x.....x...x..........x...,15.0,Beginner,True,rot90
puzzle_141_lr,8,*A**AA*AA*A*A*A*AA*A*A**AA**AA**AA**AA***A*A*A*AAAA*A****A*A*A*A,.x............x....x....x...........x..........x..x..........x..,19.0,Beginner,True,lr
puzzle_142_90,8,*AAAAAAA**AA**A**AA******AAA*A****A*AAA******AA**A**AA**AAAAAAA*,.......x...x.....x...........x....x...........x.....x...x.......,18.0,Beginner,True,rot90
puzzle_143_90,8,*******AAAA*AA*AA*A****AA*AA*AAAAAA*AA*AA****A*AA*AA*AAAA*******,.......x....x.....x...........x..x...........x.....x....x.......,15.0,Beginner,True,rot90
puzzle_144_90,8,AAA*AAA***A**AA***A******AAA*AAAAAA*AAA******A***AA**A***AAA*AAA,....x.........x...x............xx............x...x.........x....,15.0,Beginner,True,rot90
